"species","quad","year","genetID","allcov.0.2","allcov.2.4","allcov.4.6","allcov.6.8","allcov.8.10","allcov.10.12","allcov.12.14","allcov.14.16","allcov.16.18","allcov.18.20","allcov.20.25","allcov.25.30","allcov.30.35","allcov.35.40","allcov.40.45","allcov.45.50","allcov.50.60","allcov.60.70","allcov.70.80","allcov.80.90","allcov.90.100","allcov.100.110","allcov.110.120","allcov.120.130","allcov.130.140","allcov.140.150","allpts.0.2","allpts.2.4","allpts.4.6","allpts.6.8","allpts.8.10","allpts.10.12","allpts.12.14","allpts.14.16","allpts.16.18","allpts.18.20","allpts.20.25","allpts.25.30","allpts.30.35","allpts.35.40","allpts.40.45","allpts.45.50","allpts.50.60","allpts.60.70","allpts.70.80","allpts.80.90","allpts.90.100","allpts.100.110","allpts.110.120","allpts.120.130","allpts.130.140","allpts.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"HECO","Q20",2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5396493988571,2.93021998682742,0,8.08118899241671,9.67249753603242,13.9494485242244,9.76352070004051,6.53118035809499,0.324888842189083,12.5276160340724,0,0,0,0,0,0,0,0,1,0,0,0,0,6,8,4,1,1,4,3,6,4,8,5,0,0,0,0,0,1,0.989160665318513,0.867937380807596,0.785176334386846,0.731402386332943,0.694281613684984,0.64151162485833,0.594046158516638,0.555596223718945,0.524313083777282,0.467547923301119,0.429777412173934,0.402993608417683,0.38306638066786,0.3676852176218,0.35546485674147,0.337291372311161,0.324436812208795,0.314870845945852,0.306145668384705,0.284360864870241,0.251273111494129,0.218606204804426,0.188376900924319,0.162429720455475,0.141494334262925
"HECO","Q20",2008,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40827767705413,23.4256886485858,38.5666771329557,13.4195669141593,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,6,5,7,5,4,1,4,6,3,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.996712637863642,0.9507435937974,0.902293086897337,0.834630701351125,0.765782723654276,0.709063732193835,0.624595641936104,0.554016686325661,0.474348165751053,0.38902669877207,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,24,0,0,0,0,0,0,0,0,0,0,1.38965735917767,16.0802120265068,1.13701879282094,15.7957389449524,14.7703773149002,0.384038877793508,13.2674184536917,4.22375449280327,11.2719941101085,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,7,4,2,4,3,2,5,5,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.995545712812324,0.957017666840135,0.915503050808461,0.877922921675189,0.825673594916934,0.710972441446485,0.598003265272734,0.490941245304562,0.39303948523048,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,25,0,0,0,0,0,0,0,0,0,0.00359280785661655,16.8753906674917,5.62962181693646,25.2147732272353,1.44962591883795,6.50817106331051,3.00534963673,6.53118035809499,10.4305315016732,2.6719733745883,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,4,5,9,6,1,4,4,4,6,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.984497276985828,0.949241099248099,0.893187305056413,0.772186275334149,0.630144516745985,0.496237598607855,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,26,0,0,0,0,0,0,0,0,0,0,0,0,8.68549832498698,26.9650323647124,21.0543621807479,8.02959920498352,10.3878543258582,3.19786397146599,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,2,0,3,9,7,5,2,4,5,4,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979550404006647,0.9378685117005,0.878384378346432,0.761762896911316,0.626910838013637,0.495424461028528,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455476,0.141494334262925
"HECO","Q20",2008,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30033253668732,7.17155675151879,40.8450166923555,27.5033043921934,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,3,2,3,6,6,4,6,4,4,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.970096608257097,0.897419947096096,0.823871667348161,0.759845825915118,0.664809054273351,0.59128615010837,0.483639272526238,0.391582017933791,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,28,0,0,0,0,0,0,0,0,0,0,0,3.59091454696623,21.3926505283573,14.8929211199688,7.9119741239094,27.4849947099093,2.54675534364399,0.5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,2,2,2,5,0,6,10,9,6,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.976016184538967,0.936730936553725,0.899406497013414,0.864050718432956,0.732904943856015,0.611978451348059,0.494297098119652,0.393039817396786,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9994346827565,38.3986878505515,1.42208783944692,0.262077291681436,0.237922708318564,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,5,2,3,2,10,7,4,6,3,2,1,0,0,0,1,1,1,1,1,1,0.98456710205476,0.947225365145403,0.895910232758528,0.834050469389829,0.706124810421795,0.62156532299718,0.562530716116494,0.519240077415655,0.486245370176492,0.460316931711368,0.422266735685156,0.395749918501887,0.376245654193871,0.349391890499436,0.30345655987617,0.259948295876167,0.221071817141263,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0.895713137811463,16.574156247873,0,0,22.4026505410412,9.30048451163232,11.4579614709665,7.81176433873281,9.87748012469763,0,0,0,0,0,0,0,1,1,1,2,2,3,0,1,4,3,5,3,5,3,6,1,3,6,1,0,0,0,0,0,1,1,1,1,0.980128289965017,0.926372583206722,0.877525714985853,0.836812467773268,0.803209433120739,0.775296366352251,0.723131972032075,0.68722934922709,0.661140488029913,0.637642437747223,0.601707723592961,0.569380902506598,0.517686325567293,0.461755172366974,0.409559795840721,0.3663365199257,0.314846487585943,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"HECO","Q20",2008,33,0,0,0,0,0,0,0.315538018475233,3.62162799410517,2.34401434551458,0,10.3880517867175,11.9779737895845,0,7.63938419973657,13.736917727067,0.0568888868844795,10.7699442389855,0,17.4698693856845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,5,7,7,7,12,6,0,1,0,0,0,0.990940292174015,0.787388740161178,0.695867050350167,0.647991718880543,0.618793633314461,0.599174992807656,0.585100228453926,0.574515118310701,0.566268003385023,0.559661713485865,0.54775478382121,0.539807023665599,0.525076920837562,0.500661870204551,0.477989574169428,0.45819686623016,0.426421917266694,0.400919182059256,0.366099550874533,0.333193652174726,0.30289439479449,0.260491283657033,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
