"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","QuadName","Grazing","paddock","Group","Treatment"
"71","Q1",2014,59,9.59391383530148,8.897151219006,1,0,4.239062,"E1 Q1","UG",NA,"E1","Control"
"72","Q1",2014,60,2.95605452044399,4.7690633644255,1,0,15.550022,"E1 Q1","UG",NA,"E1","Control"
"73","Q1",2014,9,27.609900837709,41.6921298906245,8,0,7.874961,"E1 Q1","UG",NA,"E1","Control"
"74","Q1",2015,1,54.3050955640365,19.53621587447,9,0,17.169895,"E1 Q1","UG",NA,"E1","Control"
"75","Q1",2015,10,77.945984005067,42.68312853756,9,0,0,"E1 Q1","UG",NA,"E1","Control"
"76","Q1",2015,18,32.7402832718285,23.1151965465215,8,0,34.61631,"E1 Q1","UG",NA,"E1","Control"
"77","Q1",2015,2,9.41282181285149,6.90789689959499,9,0,28.111181,"E1 Q1","UG",NA,"E1","Control"
"78","Q1",2015,28,21.4746198298135,9.23022027385701,7,0,26.74494,"E1 Q1","UG",NA,"E1","Control"
"79","Q1",2015,3,11.1160097328375,1.607299130362,9,1,0,"E1 Q1","UG",NA,"E1","Control"
"80","Q1",2015,39,10.231614092882,13.6342210530775,6,0,7.896974,"E1 Q1","UG",NA,"E1","Control"
"81","Q1",2015,5,67.469052154434,45.7545835829545,9,0,15.973396,"E1 Q1","UG",NA,"E1","Control"
"82","Q1",2015,59,6.67012993080351,9.59391383530148,2,0,5.151917,"E1 Q1","UG",NA,"E1","Control"
"83","Q1",2015,60,1.867723374521,2.95605452044399,2,0,16.601783,"E1 Q1","UG",NA,"E1","Control"
"84","Q1",2015,9,38.500791594165,27.609900837709,9,0,11.636902,"E1 Q1","UG",NA,"E1","Control"
"85","Q19",2007,1,64.7479692106255,73.745391608156,1,0,6.423523,"P7 E1 Q1","UG",NA,"P7E1","Control"
"86","Q19",2007,10,17.020180727534,45.4297217755375,1,0,16.422618,"P7 E1 Q1","UG",NA,"P7E1","Control"
"87","Q19",2007,11,106.736399503128,148.054620586205,1,0,0.0433140000000094,"P7 E1 Q1","UG",NA,"P7E1","Control"
"88","Q19",2007,12,89.535435739549,99.2872406007865,1,0,19.316579,"P7 E1 Q1","UG",NA,"P7E1","Control"
"89","Q19",2007,13,108.707131452677,77.8620384254385,1,0,20.016622,"P7 E1 Q1","UG",NA,"P7E1","Control"
"90","Q19",2007,14,70.3871877138965,133.770858897666,1,0,5.93584,"P7 E1 Q1","UG",NA,"P7E1","Control"
"91","Q19",2007,15,11.6198899742865,19.1696130952965,1,0,0.513745,"P7 E1 Q1","UG",NA,"P7E1","Control"
"92","Q19",2007,2,6.531095751565,5.209936291505,1,1,0.859418999999988,"P7 E1 Q1","UG",NA,"P7E1","Control"
"93","Q19",2007,3,21.641437645294,15.2253099412865,1,0,10.882091,"P7 E1 Q1","UG",NA,"P7E1","Control"
"94","Q19",2007,4,83.4140810889535,87.9077175514845,1,0,26.423468,"P7 E1 Q1","UG",NA,"P7E1","Control"
"95","Q19",2007,5,14.0886966704835,39.3469164517615,1,0,27.069106,"P7 E1 Q1","UG",NA,"P7E1","Control"
"96","Q19",2007,6,1,68.2108645951115,1,0,10.75413,"P7 E1 Q1","UG",NA,"P7E1","Control"
"97","Q19",2007,7,10.5866780420755,14.153122965302,1,0,0.835588000000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"98","Q19",2007,8,1.664090096668,3.266509095616,1,0,38.146194,"P7 E1 Q1","UG",NA,"P7E1","Control"
"99","Q19",2008,1,63.6099944982855,64.7479692106255,2,0,5.695706,"P7 E1 Q1","UG",NA,"P7E1","Control"
"100","Q19",2008,11,72.263971217352,106.736399503128,2,0,3.30460500000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"101","Q19",2008,12,82.285985837073,89.535435739549,2,0,18.117227,"P7 E1 Q1","UG",NA,"P7E1","Control"
"102","Q19",2008,13,91.134588793447,108.707131452677,2,0,18.247165,"P7 E1 Q1","UG",NA,"P7E1","Control"
"103","Q19",2008,14,101.99955,70.3871877138965,2,0,7.817704,"P7 E1 Q1","UG",NA,"P7E1","Control"
"104","Q19",2008,17,3.8417260635225,1.1165160791865,1,0,45.412358,"P7 E1 Q1","UG",NA,"P7E1","Control"
"105","Q19",2008,2,11.876134481626,6.531095751565,2,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"106","Q19",2008,21,4.1287241906395,0.25,1,0,19.265474,"P7 E1 Q1","UG",NA,"P7E1","Control"
"107","Q19",2008,3,8.4934167951265,21.641437645294,2,0,9.940353,"P7 E1 Q1","UG",NA,"P7E1","Control"
"108","Q19",2008,4,92.3434153283015,83.4140810889535,2,0,26.572436,"P7 E1 Q1","UG",NA,"P7E1","Control"
"109","Q19",2008,5,2.398935388936,14.0886966704835,2,0,27.871817,"P7 E1 Q1","UG",NA,"P7E1","Control"
"110","Q19",2008,7,14.775756604762,10.5866780420755,2,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"111","Q19",2008,8,9.4787590669805,1.664090096668,2,0,39.702988,"P7 E1 Q1","UG",NA,"P7E1","Control"
"112","Q19",2009,1,63.0349930892895,63.6099944982855,3,0,5.80470600000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"113","Q19",2009,11,47.588446528419,72.263971217352,3,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"114","Q19",2009,12,74.827224420097,82.285985837073,3,0,18.849665,"P7 E1 Q1","UG",NA,"P7E1","Control"
"115","Q19",2009,13,50.0096764551075,91.134588793447,3,0,17.676754,"P7 E1 Q1","UG",NA,"P7E1","Control"
"116","Q19",2009,14,56.399306208943,101.99955,3,0,6.39,"P7 E1 Q1","UG",NA,"P7E1","Control"
"117","Q19",2009,2,15.118668454777,11.876134481626,3,1,0.0518519999999967,"P7 E1 Q1","UG",NA,"P7E1","Control"
"118","Q19",2009,21,0.25,4.1287241906395,2,0,16.750669,"P7 E1 Q1","UG",NA,"P7E1","Control"
"119","Q19",2009,3,12.795654851583,8.4934167951265,3,0,11.780972,"P7 E1 Q1","UG",NA,"P7E1","Control"
"120","Q19",2009,4,83.814265213809,92.3434153283015,3,0,28.760268,"P7 E1 Q1","UG",NA,"P7E1","Control"
"121","Q19",2009,8,19.5078985064425,9.4787590669805,3,0,38.421613,"P7 E1 Q1","UG",NA,"P7E1","Control"
"122","Q19",2009,9,9.09093118936152,7.499405321441,3,0,25.609086,"P7 E1 Q1","UG",NA,"P7E1","Control"
"123","Q19",2010,1,29.739360747475,63.0349930892895,4,0,4.96804,"P7 E1 Q1","UG",NA,"P7E1","Control"
"124","Q19",2010,11,97.0245077157709,47.588446528419,4,0,0.525058000000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"125","Q19",2010,12,50.7085473972175,74.827224420097,4,0,18.644228,"P7 E1 Q1","UG",NA,"P7E1","Control"
"126","Q19",2010,13,48.6266101858225,50.0096764551075,4,0,17.68291,"P7 E1 Q1","UG",NA,"P7E1","Control"
"127","Q19",2010,14,78.1230559375775,56.399306208943,4,0,6.005345,"P7 E1 Q1","UG",NA,"P7E1","Control"
"128","Q19",2010,2,36.20662261371,15.118668454777,4,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"129","Q19",2010,21,0.71264662701601,0.25,3,0,19.5014,"P7 E1 Q1","UG",NA,"P7E1","Control"
"130","Q19",2010,28,4.50689617522349,6.83118518600149,1,0,3.854733,"P7 E1 Q1","UG",NA,"P7E1","Control"
"131","Q19",2010,3,13.096465742554,12.795654851583,4,0,10.883838,"P7 E1 Q1","UG",NA,"P7E1","Control"
"132","Q19",2010,4,61.0384281094085,83.814265213809,4,0,28.335439,"P7 E1 Q1","UG",NA,"P7E1","Control"
"133","Q19",2010,5,6.6665390377675,4.853052910771,4,0,28.03965,"P7 E1 Q1","UG",NA,"P7E1","Control"
"134","Q19",2010,8,3.77989875546449,19.5078985064425,4,0,38.312214,"P7 E1 Q1","UG",NA,"P7E1","Control"
"135","Q19",2010,9,25.915713054067,9.09093118936152,4,0,24.270369,"P7 E1 Q1","UG",NA,"P7E1","Control"
"136","Q19",2011,1,49.396875990517,29.739360747475,5,0,6.24768999999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"137","Q19",2011,11,23.881635565063,97.0245077157709,5,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"138","Q19",2011,12,69.009152107598,50.7085473972175,5,0,19.245494,"P7 E1 Q1","UG",NA,"P7E1","Control"
"139","Q19",2011,13,69.4550847778485,48.6266101858225,5,0,17.975491,"P7 E1 Q1","UG",NA,"P7E1","Control"
"140","Q19",2011,14,41.659920331408,78.1230559375775,5,0,5.866865,"P7 E1 Q1","UG",NA,"P7E1","Control"
"141","Q19",2011,2,13.2983880670585,36.20662261371,5,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"142","Q19",2011,21,2.10363810268049,0.71264662701601,4,0,18.938402,"P7 E1 Q1","UG",NA,"P7E1","Control"
"143","Q19",2011,28,0.5,4.50689617522349,2,0,4.957966,"P7 E1 Q1","UG",NA,"P7E1","Control"
"144","Q19",2011,3,7.74461165478801,13.096465742554,5,0,10.85145,"P7 E1 Q1","UG",NA,"P7E1","Control"
"145","Q19",2011,4,69.228621098649,61.0384281094085,5,0,29.636904,"P7 E1 Q1","UG",NA,"P7E1","Control"
"146","Q19",2011,5,5.7162275255795,6.6665390377675,5,0,28.578569,"P7 E1 Q1","UG",NA,"P7E1","Control"
"147","Q19",2011,6,0.96413979915601,0.25,5,0,13.237974,"P7 E1 Q1","UG",NA,"P7E1","Control"
"148","Q19",2011,8,5.2426459675565,3.77989875546449,5,0,39.523026,"P7 E1 Q1","UG",NA,"P7E1","Control"
"149","Q19",2011,9,10.643152150181,25.915713054067,5,0,23.223566,"P7 E1 Q1","UG",NA,"P7E1","Control"
"150","Q19",2012,1,18.948232110417,49.396875990517,6,0,4.66721199999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"151","Q19",2012,11,28.040276779891,23.881635565063,6,0,3.104933,"P7 E1 Q1","UG",NA,"P7E1","Control"
"152","Q19",2012,12,73.730266617622,69.009152107598,6,0,19.132636,"P7 E1 Q1","UG",NA,"P7E1","Control"
"153","Q19",2012,13,59.499729834967,69.4550847778485,6,0,18.682843,"P7 E1 Q1","UG",NA,"P7E1","Control"
"154","Q19",2012,14,25.442560881209,41.659920331408,6,0,5.34905,"P7 E1 Q1","UG",NA,"P7E1","Control"
"155","Q19",2012,2,14.939323633365,13.2983880670585,6,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"156","Q19",2012,3,16.991522916599,7.74461165478801,6,0,11.123058,"P7 E1 Q1","UG",NA,"P7E1","Control"
"157","Q19",2012,4,14.890933502522,69.228621098649,6,0,28.903092,"P7 E1 Q1","UG",NA,"P7E1","Control"
"158","Q19",2012,5,5.11803763772801,5.7162275255795,6,0,28.029967,"P7 E1 Q1","UG",NA,"P7E1","Control"
"159","Q19",2012,8,9.19440606191,5.2426459675565,6,0,39.432297,"P7 E1 Q1","UG",NA,"P7E1","Control"
"160","Q19",2012,9,9.93102175510601,10.643152150181,6,0,24.981173,"P7 E1 Q1","UG",NA,"P7E1","Control"
"161","Q19",2013,1,23.325716282753,18.948232110417,7,0,5.90383799999999,"P7 E1 Q1","UG",NA,"P7E1","Control"
"162","Q19",2013,11,13.7467174404405,28.040276779891,7,0,2.7735,"P7 E1 Q1","UG",NA,"P7E1","Control"
"163","Q19",2013,12,61.773216113766,73.730266617622,7,0,18.531011,"P7 E1 Q1","UG",NA,"P7E1","Control"
"164","Q19",2013,13,63.8814880771245,59.499729834967,7,0,18.160593,"P7 E1 Q1","UG",NA,"P7E1","Control"
"165","Q19",2013,14,6.2641883820555,25.442560881209,7,0,5.027843,"P7 E1 Q1","UG",NA,"P7E1","Control"
"166","Q19",2013,2,37.859198812495,14.939323633365,7,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"167","Q19",2013,3,63.3341424750195,16.991522916599,7,0,9.713846,"P7 E1 Q1","UG",NA,"P7E1","Control"
"168","Q19",2013,4,64.170085034091,14.890933502522,7,0,28.975551,"P7 E1 Q1","UG",NA,"P7E1","Control"
"169","Q19",2013,5,30.483771751289,5.11803763772801,7,0,27.652631,"P7 E1 Q1","UG",NA,"P7E1","Control"
"170","Q19",2013,56,6.10938687549247,3.7746505598445,1,0,15.491164,"P7 E1 Q1","UG",NA,"P7E1","Control"
"171","Q19",2013,8,27.5588022075245,9.19440606191,7,0,38.351211,"P7 E1 Q1","UG",NA,"P7E1","Control"
"172","Q19",2014,1,26.2030698029165,23.325716282753,8,0,11.276604,"P7 E1 Q1","UG",NA,"P7E1","Control"
"173","Q19",2014,11,2.96489750531749,13.7467174404405,8,0,3.641042,"P7 E1 Q1","UG",NA,"P7E1","Control"
"174","Q19",2014,12,18.3647319792995,61.773216113766,8,0,17.206378,"P7 E1 Q1","UG",NA,"P7E1","Control"
"175","Q19",2014,13,57.871914264243,63.8814880771245,8,0,18.635131,"P7 E1 Q1","UG",NA,"P7E1","Control"
"176","Q19",2014,14,15.556577785754,6.2641883820555,8,0,14.079992,"P7 E1 Q1","UG",NA,"P7E1","Control"
"177","Q19",2014,2,26.274605532033,37.859198812495,8,0,2.50564900000001,"P7 E1 Q1","UG",NA,"P7E1","Control"
"178","Q19",2014,3,12.48228503663,63.3341424750195,8,0,9.331913,"P7 E1 Q1","UG",NA,"P7E1","Control"
"179","Q19",2014,4,43.7603907009195,64.170085034091,8,0,27.111948,"P7 E1 Q1","UG",NA,"P7E1","Control"
"180","Q19",2014,45,7.49916358112799,13.997019248066,3,1,0.916493000000003,"P7 E1 Q1","UG",NA,"P7E1","Control"
"181","Q19",2014,5,14.4983946207196,30.483771751289,8,0,26.635697,"P7 E1 Q1","UG",NA,"P7E1","Control"
"182","Q19",2014,56,19.1443537372406,6.10938687549247,2,0,16.387369,"P7 E1 Q1","UG",NA,"P7E1","Control"
"183","Q19",2014,8,25.7292999704325,27.5588022075245,8,0,38.136163,"P7 E1 Q1","UG",NA,"P7E1","Control"
"184","Q19",2015,1,4.5349004601595,26.2030698029165,9,0,5.121775,"P7 E1 Q1","UG",NA,"P7E1","Control"
"185","Q19",2015,11,18.8063687764335,2.96489750531749,9,0,3.373329,"P7 E1 Q1","UG",NA,"P7E1","Control"
"186","Q19",2015,12,36.662909509969,18.3647319792995,9,0,18.772714,"P7 E1 Q1","UG",NA,"P7E1","Control"
"187","Q19",2015,13,66.873003178449,57.871914264243,9,0,16.83372,"P7 E1 Q1","UG",NA,"P7E1","Control"
"188","Q19",2015,14,19.842371474608,15.556577785754,9,0,9.8211,"P7 E1 Q1","UG",NA,"P7E1","Control"
"189","Q19",2015,2,35.1041305054155,26.274605532033,9,1,0.367510999999993,"P7 E1 Q1","UG",NA,"P7E1","Control"
"190","Q19",2015,3,32.6802573590375,12.48228503663,9,0,10.761636,"P7 E1 Q1","UG",NA,"P7E1","Control"
"191","Q19",2015,4,10.8288401918425,43.7603907009195,9,0,28.4736,"P7 E1 Q1","UG",NA,"P7E1","Control"
"192","Q19",2015,45,6.39425567191951,7.49916358112799,4,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"193","Q19",2015,5,12.355114672548,14.4983946207196,9,0,27.634613,"P7 E1 Q1","UG",NA,"P7E1","Control"
"194","Q19",2015,56,10.27667758997,19.1443537372406,3,0,14.064066,"P7 E1 Q1","UG",NA,"P7E1","Control"
"195","Q19",2015,65,10.6352321892985,2.79604827766252,1,0,10.456418,"P7 E1 Q1","UG",NA,"P7E1","Control"
"196","Q19",2015,67,10.7867774849935,0.25,1,0,8.106539,"P7 E1 Q1","UG",NA,"P7E1","Control"
"197","Q19",2015,72,8.48036257160152,0.25,1,1,3.700596,"P7 E1 Q1","UG",NA,"P7E1","Control"
"198","Q19",2015,8,20.6485600067435,25.7292999704325,9,0,35.989613,"P7 E1 Q1","UG",NA,"P7E1","Control"
"199","Q20",2007,10,19.5979076678785,25.303606996317,1,0,9.87924799999999,"P7 E1 Q2","UG",NA,"P7E1","Control"
"200","Q20",2007,11,1.39461315253948,25.4816163930795,1,1,0.0171780000000012,"P7 E1 Q2","UG",NA,"P7E1","Control"
"201","Q20",2007,12,11.19584435572,13.932084415754,1,0,8.525092,"P7 E1 Q2","UG",NA,"P7E1","Control"
"202","Q20",2007,13,6.66258846795701,7.083042284484,1,0,25.171637,"P7 E1 Q2","UG",NA,"P7E1","Control"
"203","Q20",2007,14,14.821152401254,10.2072082448925,1,0,23.747132,"P7 E1 Q2","UG",NA,"P7E1","Control"
"204","Q20",2007,15,4.94578103531799,14.372337489474,1,0,35.673413,"P7 E1 Q2","UG",NA,"P7E1","Control"
"205","Q20",2007,16,0.25,6.36142662577702,1,0,26.589404,"P7 E1 Q2","UG",NA,"P7E1","Control"
"206","Q20",2007,19,55.163880137216,72.1311876555425,1,0,4.532323,"P7 E1 Q2","UG",NA,"P7E1","Control"
"207","Q20",2007,2,20.0764910392225,16.1913387737325,1,0,1.295911,"P7 E1 Q2","UG",NA,"P7E1","Control"
"208","Q20",2007,23,7.30566353783101,5.713373118788,1,0,20.937005,"P7 E1 Q2","UG",NA,"P7E1","Control"
"209","Q20",2007,24,4.199090323597,3.106894856368,1,0,27.819913,"P7 E1 Q2","UG",NA,"P7E1","Control"
"210","Q20",2007,25,3.36367452365901,2.2548639125955,1,0,35.892408,"P7 E1 Q2","UG",NA,"P7E1","Control"
"211","Q20",2007,26,3.2237912447105,3.7709050480335,1,0,34.575648,"P7 E1 Q2","UG",NA,"P7E1","Control"
"212","Q20",2007,27,3.46599706356849,12.2675837768135,1,0,30.15911,"P7 E1 Q2","UG",NA,"P7E1","Control"
"213","Q20",2007,28,47.355674088741,6.0319650469485,1,0,27.43487,"P7 E1 Q2","UG",NA,"P7E1","Control"
"214","Q20",2007,29,23.870825820482,12.385624981461,1,0,12.668596,"P7 E1 Q2","UG",NA,"P7E1","Control"
"215","Q20",2007,3,1.08668614548951,9.81276079844201,1,0,11.421597,"P7 E1 Q2","UG",NA,"P7E1","Control"
"216","Q20",2007,33,37.877689491698,43.1595037419215,1,0,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"217","Q20",2007,35,32.320811902836,14.1332548124645,1,0,5.596561,"P7 E1 Q2","UG",NA,"P7E1","Control"
"218","Q20",2007,4,12.036440846774,16.0400018365505,1,0,21.011909,"P7 E1 Q2","UG",NA,"P7E1","Control"
"219","Q20",2007,5,4.91793468856101,7.69247996176549,1,0,31.591646,"P7 E1 Q2","UG",NA,"P7E1","Control"
"220","Q20",2007,6,31.3636480866825,35.866139780482,1,0,17.2981,"P7 E1 Q2","UG",NA,"P7E1","Control"
"221","Q20",2007,7,5.12775965787951,12.375108019933,1,0,30.74862,"P7 E1 Q2","UG",NA,"P7E1","Control"
"222","Q20",2007,9,6.501878093974,45.4715076660515,1,0,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"223","Q20",2008,10,7.43587430016799,19.5979076678785,2,0,7.853284,"P7 E1 Q2","UG",NA,"P7E1","Control"
"224","Q20",2008,11,7.52326764324499,1.39461315253948,2,1,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"225","Q20",2008,12,18.079114914683,11.19584435572,2,0,7.759856,"P7 E1 Q2","UG",NA,"P7E1","Control"
"226","Q20",2008,13,0.5,6.66258846795701,2,0,23.017824,"P7 E1 Q2","UG",NA,"P7E1","Control"
"227","Q20",2008,14,4.99658442951702,14.821152401254,2,0,23.3232,"P7 E1 Q2","UG",NA,"P7E1","Control"
