"year","month","TMEAN","TPPT","ndays_missing_ppt","n_days_missing_tmean"
"1991","05",48.2,3.5,0,0
"1991","06",58.6,2.1,0,0
"1991","07",69.1,0.4,0,0
"1991","08",69.9,1.2,0,0
"1991","09",58.3,1.1,0,0
"1991","10",44.5,2,0,0
"1991","11",26.8,0.6,0,0
"1991","12",22.8,0.5,0,0
"1992","01",22.7,0.1,0,0
"1992","02",31.6,1.3,0,0
"1992","03",41.3,0.6,0,0
"1992","04",48.8,0.2,0,0
"1992","05",57.8,0.2,0,0
"1992","06",62.3,2.4,0,0
"1992","07",64.7,0.9,0,0
"1992","08",68.3,0.6,0,0
"1992","09",55.5,0.8,0,0
"1992","10",48.5,0.9,0,0
"1992","11",25.7,1.2,0,0
"1992","12",17.1,1.1,0,0
"1993","01",17.6,1.6,0,0
"1993","02",20.6,0.9,0,0
"1993","03",30.9,0.8,0,0
"1993","04",40.1,1.9,0,0
"1993","05",53.9,3.6,0,0
"1993","06",55.5,1.9,0,0
"1993","07",58,2.1,0,0
"1993","08",61.8,1.4,0,0
"1993","09",56.6,0.1,0,0
"1993","10",44.7,0.9,0,0
"1993","11",26,0.1,0,0
"1993","12",21.9,0.5,0,0
"1994","01",25.1,0.4,0,0
"1994","02",21.8,1,1,0
"1994","03",37.3,0.3,0,0
"1994","04",45.5,1,0,0
"1994","05",56.2,1.1,0,0
"1994","06",62.5,1.3,0,0
"1994","07",69.4,0.4,0,0
"1994","08",69.7,1,0,0
"1994","09",61.9,0.8,0,0
"1994","10",43.5,1.9,0,0
"1994","11",23.6,1.7,0,0
"1994","12",22.9,1.6,0,0
"1995","01",23,1.5,0,0
"1995","02",28.3,0.2,0,0
"1995","03",31,3.1,0,0
"1995","04",41.5,1.8,0,0
"1995","05",48.8,4.3,0,0
"1995","06",55.5,4.9,0,0
"1995","07",64.4,1.7,0,0
"1995","08",66.3,0.5,0,0
"1995","09",58,1,0,0
"1995","10",42.2,0.6,0,0
"1995","11",34.8,0.7,0,0
"1995","12",26.4,1.1,0,0
"1996","01",19.6,1,0,0
"1996","02",24.9,0.5,0,0
"1996","03",33.4,0.7,0,0
"1996","04",42.8,1.4,0,0
"1996","05",49.2,2,0,0
"1996","06",61.6,1.3,0,0
"1996","07",69.7,0.6,0,0
"1996","08",67.2,0.6,0,0
"1996","09",54.5,1.3,0,0
"1996","10",44,0.9,0,0
"1996","11",33.5,1.2,0,0
"1996","12",22.1,1.6,0,0
"1997","01",21.5,1.2,0,0
"1997","02",24.9,0.3,0,0
"1997","03",33.4,0.5,0,0
"1997","04",39.8,1.2,0,0
"1997","05",53.7,2.1,0,0
"1997","06",61.2,2.3,0,0
"1997","07",66.1,0.9,0,0
"1997","08",67.3,1.6,0,0
"1997","09",59.7,0.7,0,0
"1997","10",43.6,0.6,0,0
"1997","11",32.6,0.4,0,0
"1997","12",21.2,0.7,0,0
"1998","01",24.9,1,0,0
"1998","02",27.2,1.1,0,0
"1998","03",30.6,0.8,0,0
"1998","04",42.6,1.5,0,0
"1998","05",51,4.7,0,0
"1998","06",54.6,2.1,0,0
"1998","07",71.8,0.8,0,0
"1998","08",69.2,0.4,0,0
"1998","09",63,1,0,0
"1998","10",46.6,0.3,0,0
"1998","11",33,1,0,0
"1998","12",18.8,0.6,0,0
"1999","01",23.9,1.1,0,0
"1999","02",23.8,1.3,0,0
"1999","03",31.7,0.2,0,0
"1999","04",40,1.7,0,0
"1999","05",48.5,4.2,0,0
"1999","06",58.5,1.7,0,0
"1999","07",67.7,0,0,0
"1999","08",68.3,1.2,0,0
"1999","09",55.6,0,0,0
"1999","10",47.6,0.1,0,0
"1999","11",39.4,0.2,0,0
"1999","12",21.8,1,0,0
"2000","01",22.1,0.8,0,0
"2000","02",30.2,1.3,0,0
"2000","03",33.5,0.8,0,0
"2000","04",47.6,1.2,0,0
"2000","05",53.1,2,0,0
"2000","06",61.8,0.8,0,0
"2000","07",70.9,0.4,0,0
"2000","08",70.8,0,0,0
"2000","09",56.5,1.2,0,0
"2000","10",45.5,1.4,0,0
"2000","11",23.7,0.8,0,0
"2000","12",20.9,0.5,0,0
"2001","01",20,0.5,0,0
"2001","02",22.4,0.4,0,0
"2001","03",35.7,0.5,0,0
"2001","04",43,1.1,0,0
"2001","05",56.2,0.1,0,0
"2001","06",62.3,1,0,0
"2001","07",70.8,0.9,0,0
"2001","08",71.3,0.8,0,0
"2001","09",62.2,0.2,0,0
"2001","10",46.3,1,0,0
"2001","11",37,1.4,0,0
"2001","12",17.7,1.4,0,0
"2002","01",17.4,0.7,0,0
"2002","02",19,0.2,0,0
"2002","03",26.2,0.4,0,0
"2002","04",43.1,0.8,0,0
"2002","05",52.1,0.9,0,0
"2002","06",62.4,1.3,0,0
"2002","07",73.7,0.3,0,0
"2002","08",66.6,0.2,0,0
"2002","09",58.6,0.8,0,0
"2002","10",42.4,0.4,0,0
"2002","11",29.3,0.7,0,0
"2002","12",26.5,0.9,0,0
"2003","01",28.7,0.3,0,0
"2003","02",24.4,0.8,0,0
"2003","03",36.2,0.5,0,0
"2003","04",43,3.5,0,0
"2003","05",52.8,1.6,0,0
"2003","06",62.3,0.3,0,0
"2003","07",75.6,0,0,0
"2003","08",72.7,0.2,0,0
"2003","09",58.7,0.3,0,0
"2003","10",50.5,0,0,0
"2003","11",27.1,0.3,0,0
"2003","12",27.2,1.5,0,0
"2004","01",19.3,0.8,0,0
"2004","02",23.3,1.1,0,0
"2004","03",37.1,0.5,0,0
"2004","04",46.8,1.2,0,0
"2004","05",51.8,1.4,0,0
"2004","06",61.1,1.7,0,0
"2004","07",68.9,0.7,0,0
"2004","08",66.3,0.9,0,0
"2004","09",57.4,0.9,0,0
"2004","10",46.6,2.8,0,0
"2004","11",32.8,0,0,0
"2004","12",26.5,1.2,0,0
"2005","01",23.5,0.8,0,0
"2005","02",25.2,0.1,0,0
"2005","03",33.5,1.1,0,0
"2005","04",44,1.6,0,0
"2005","05",51.1,2.8,0,0
"2005","06",57,2,0,0
"2005","07",70.5,0.1,0,0
"2005","08",68,0.5,0,0
"2005","09",57.4,1.5,0,0
"2005","10",46.3,2,0,0
"2005","11",31.1,1,0,0
"2005","12",19.8,2.1,0,0
"2006","01",22.1,1.6,0,0
"2006","02",16.6,0.3,0,0
"2006","03",28.4,1.4,0,0
"2006","04",43.3,2.7,0,0
"2006","05",53.2,0.7,0,0
"2006","06",63,1.8,0,0
"2006","07",72.2,0.7,0,0
"2006","08",66.4,0.4,0,0
"2006","09",56,0.9,0,0
"2006","10",42.4,2,0,0
"2006","11",31.5,1,0,0
"2006","12",22.1,0.6,0,0
"2007","01",15.3,0.2,0,0
"2007","02",27.4,0.7,0,0
"2007","03",38.2,0.3,0,0
"2007","04",44.8,1.1,0,0
"2007","05",55,0.7,0,0
"2007","06",63.8,0.3,0,0
"2007","07",75.7,0.5,0,0
"2007","08",69.1,0.5,0,0
"2007","09",56.7,1.6,0,0
"2007","10",43.8,1.2,0,0
"2007","11",32.3,0,0,0
"2007","12",18.3,1,0,0
"2008","01",13.7,1.8,0,0
"2008","02",19.4,0.5,0,0
"2008","03",23.4,0.6,0,0
"2008","04",33.9,0.7,1,0
"2008","05",49.3,2,0,0
"2008","06",59,0.3,0,0
"2008","07",70.1,0.1,0,0
"2008","08",67.8,0.3,0,0
"2008","09",57.1,0.5,0,0
"2008","10",52.3,0.2,0,22
"2008","11",35.6,1.2,0,0
"2008","12",17.7,1.5,0,0
"2009","01",19.5,0.2,0,0
"2009","02",22.4,0.5,0,0
"2009","03",29,0.7,0,0
"2009","04",41.5,0.9,0,0
"2009","05",52.5,0.7,0,0
"2009","06",56.2,3.9,0,0
"2009","07",66.6,1.2,0,0
"2009","08",66,0.6,0,0
"2009","09",63.5,0.2,0,0
"2009","10",40.6,0.9,0,0
"2009","11",32.6,0.2,0,0
"2009","12",17,0.5,0,0
"2010","01",24.3,1,0,0
"2010","02",22.2,0.3,0,0
"2010","03",38.4,0.3,0,1
"2010","04",47.9,1.9,0,0
"2010","05",48.3,1.6,0,0
"2010","06",61.8,1.8,0,0
"2010","07",67.9,0.2,2,0
"2010","08",66.5,1,0,0
"2010","09",60.1,0.3,0,0
"2010","10",52.2,1.3,0,0
"2010","11",34.8,1.7,0,0
"2010","12",29.1,2,0,0
"2011","01",23.6,0.3,0,0
"2011","02",20.5,0.2,0,0
"2011","03",33.6,1.1,0,0
"2011","04",40.9,0.8,0,0
"2011","05",50.2,3,0,0
"2011","06",58.4,2.1,0,0
"2011","07",68.9,0.6,0,0
"2011","08",69,0.6,0,0
"2011","09",62.2,0.6,0,0
"2011","10",47.9,2,0,0
"2011","11",30.5,0.1,2,0
"2011","12",22.7,0.3,0,0
"2012","01",24.2,1,0,0
"2012","02",25.9,0.5,0,0
"2012","03",42.8,1,0,2
"2012","04",50.6,1.1,0,0
"2012","05",54.2,1,0,0
"2012","06",63.5,0.6,0,0
"2012","07",72.7,0.6,0,0
"2012","08",70.9,0.4,0,0
"2012","09",61.2,0.4,0,0
"2012","10",44.1,0.5,0,0
"2012","11",36.2,0.7,0,0
"2012","12",25.4,1.2,3,0
"2013","01",17.1,0.6,0,0
"2013","02",23.9,0.6,0,0
"2013","03",35.1,0.3,0,0
"2013","04",45.5,0.4,2,0
"2013","05",55.3,1.1,2,0
"2013","06",64.2,0.2,0,0
"2013","07",73.8,0.8,2,0
"2013","08",71.9,0.1,0,0
"2013","09",61.4,1.4,0,0
"2013","10",43,0.2,17,5
"2013","11",34.5,0.2,6,0
"2013","12",16.8,0,10,0
"2014","01",23.1,0.1,0,0
"2014","02",24.8,0.4,6,0
"2014","03",38.3,0.9,3,0
"2014","04",45.1,1.8,4,0
"2014","05",55.5,0.4,5,1
"2014","06",60.4,0.6,2,0
"2014","07",72.4,0.3,0,0
"2014","08",66.7,4.4,0,0
"2014","09",60.4,2.1,0,0
"2014","10",49.7,0.1,0,0
"2014","11",29.6,0.4,0,0
"2014","12",28.3,1.1,0,0
"2015","01",24.7,0.4,0,0
"2015","02",34.5,0.1,0,0
"2015","03",42.5,0.1,0,0
"2015","04",46.3,0.5,0,0
"2015","05",54.2,3.8,0,0
"2015","06",68.8,1.3,0,0
"2015","07",68.3,1.8,0,0
"2015","08",68.8,0.8,0,0
"2015","09",60.6,0.6,0,0
"2015","10",52.5,1,0,0
"2015","11",29.7,1.1,0,0
"2015","12",20.7,1.4,0,0
"2016","01",22.7,0.9,0,0
"2016","02",26.6,0.4,0,0
"2016","03",38,1.3,0,0
"2016","04",49.8,1,0,0
"2016","05",54,3.3,0,0
"2016","06",66.3,1,0,0
"2016","07",70.4,0.6,0,0
"2016","08",71.2,0,0,0
