"ARTR","HECO","POSE","PSSP"
3.03734102238459,2.0606381072109,1.36164945401857,0.99390949385101
0,1.96729021964859,1.34085114739607,0.925827831457691
0,2.83711920888443,1.92168576768227,1.68748790391261
