"ARTR","HECO","POSE","PSSP"
4.03523121894069,1.98058945861101,1.37571851110494,1.17248664501114
0,1.85959936905862,1.31134938888969,1.00559988852362
0,9.18344211418574,1.92332512616134,3.16317149438106
