"V1","V2","V3","V4"
0.0212940076853284,0.0274029579774568,0.0151873504958936,0.0149549143980306
0.0118613407948637,0.0268425622252995,0.0157259449938408,0.0161922831111748
0.0125781649786522,0.0293154816300235,0.0129236137991639,0.0186478679220622
0.0134189245471516,0.0309672410332027,0.0111932301827216,0.0204983865457414
0.0109267655095348,0.0241719508413432,0.00422253836743952,0.0183631968096887
0.0145558327574798,0.028930006078837,0.00496949137587308,0.0169727767650212
0.0145254198377019,0.0283586827869514,0.00530161133706296,0.0181173830164004
0.0137505635288769,0.0231098328458254,0.00721549930867167,0.0117938352048929
0.0151154969783526,0.0182488850415723,0.00838417450470351,0.0104495294376889
0.0183347353722229,0.0152523621868766,0.00975944650054355,0.00944116103682091
0.0159155850484984,0.0147324515056117,0.0123598726529413,0.00722945601821725
0.0197950896030074,0.0194963459610663,0.0104769421874911,0.00807984713950372
0.0232548445981251,0.0163947992978051,0.010780125354479,0.00767961239069823
0.0201151156927656,0.0198953064976858,0.0129918136155145,0.00884750422156446
0.0172109277179061,0.0189030117996817,0.0136495453708066,0.00699206728433157
0.0117027980814522,0.0239372277240666,0.018261771620515,0.00976326368751397
0.0123975826168533,0.0285781087642736,0.0156599426718507,0.0129124652694163
0.012538129779254,0.0313871708097092,0.0171195422474607,0.0149164640319789
0.0161944737194532,0.0256079741456098,0.0155580797899362,0.0130908248129959
0.0157610300567102,0.0285991359880373,0.016820772456467,0.0149169134424764
0.0137157481713499,0.0191507933712164,0.015774183492686,0.00894755729068224
0.00880053569174765,0.0142117532526922,0.00906152906765145,0.00561017534451125
0.0114356784149581,0.0166422303098383,0.0144776477380339,0.00867893113333825
0.00739354721378146,0.0284407653830428,0.0137880605249319,0.0105119540236244
0.00538465765467735,0.0331550934337949,0.0167851862752404,0.0124165415615898
0.00660421724718967,0.0193939065468408,0.0077611255040364,0.00849280391356192
0.00688598753607715,0.0169215836539391,0.00993947460377242,0.00610826634453261
0.00755218470776786,0.0150657262285887,0.00997251004826103,0.00639994433399044
0.0078090467208433,0.0192128174859263,0.00927004565490231,0.0089215989600128
0.0070656265780215,0.0243885972191268,0.0133661943190931,0.011020522046384
0.00784991547736036,0.0273822984966809,0.0109255765674511,0.0130988565670724
0.00819060094746595,0.0289655916911017,0.0119490378192764,0.0139756570018974
