"V1","V2","V3","V4"
0,0.0206894472088494,0.0126214043475667,0.0122955196891946
0,0.0246217472725955,0.0197827515841192,0.0197173629845503
0,0.021383616106553,0.016529063130237,0.0203962702109285
0,0.0219099066181226,0.0152940903838598,0.0240604377047539
0,0.0356590895587654,0.0151605705414705,0.0290477009622603
0,0.0255683912406759,0.0184721877185099,0.0292215461965874
0,0.0222224456731485,0.0167048766762408,0.0213489996606452
0,0.0195927844755001,0.0182071274954849,0.015572033637707
0,0.0337264864034809,0.0177115829842469,0.0214826010504589
0,0.0281674176043709,0.00639615483377241,0.0239949645289019
0,0.0295120120617189,0.00874357701180962,0.0274997027766723
0,0.0276278631091606,0.0161866855539499,0.0261039146348445
0,0.0313393018043213,0.0163217215395505,0.0305466862142421
0,0.0332095245673346,0.0151626788167318,0.0321027087638607
0,0.0319714094704304,0.0132052699333197,0.0316002888156677
0,0.0263072019144091,0.0125174372870705,0.0217919636184209
0,0.0148080530554296,0.0158153046585025,0.0201387770430621
0,0.0101421771707496,0.0186438046475237,0.0190957219902745
0,0.015588130175676,0.0195187635971199,0.0227710380518243
0,0.0311587353136337,0.0179823826558532,0.0269225353429411
0,0.0265367563687816,0.00629905751525772,0.0278069254955743
0,0.0317348755040233,0.00687662808372064,0.0314970703452996
0,0.0158587434096038,0.0102474685182694,0.0242068395470661
0,0.0196771967142063,0.0117635879483532,0.0284642293489366
0,0.0213433974345793,0.0194761199314501,0.0257057414489364
0,0.0175274473904392,0.0206877102113536,0.0251427283546188
0,0.0239169078599421,0.0154819033781122,0.030301627458193
0,0.017317834061968,0.00866308122090544,0.0179583201165603
0,0.0106721974648166,0.0123816275413739,0.0167565999064996
0,0.0111710031742869,0.0117967489420077,0.0176245461795171
0,0.0162919974959048,0.0131256536654871,0.0196618363732314
0,0.0154008060099223,0.0153907911567712,0.0198084631096232
0,0.0112498120907986,0.00676944989802104,0.0144213420736007
0,0.0151618135570889,0.00796343978474522,0.0158574682589765
0,0.0135162374117766,0.00836161937022491,0.0161230642720538
0,0.0131557307777345,0.00904090525403813,0.012419053472271
0,0.0145138943160232,0.0095451924472632,0.0156055698395332
0,0.0130563130228944,0.00943156539961779,0.0162333854939457
0,0.0117246388264577,0.00696650610076167,0.020196800017909
0,0.015262781436237,0.00751491579949395,0.0200215817860855
0,0.0130485244474779,0.00761393103746973,0.0187455194345078
0,0.0112118980094126,0.00294613365080525,0.0196708676234984
0,0.00994812831804354,0.00485082041588082,0.0183417267321084
0,0.0106150318761307,0.00552608766738163,0.0191896195732947
0,0.00948076085129743,0.00581125934777756,0.0184229238056642
0,0.00801325565738777,0.0084384284101823,0.0189046318384115
0,0.0110071226599518,0.00949271895476316,0.0217611557348915
0,0.0084715526961153,0.00878197003885855,0.0134969106922701
0,0.00606572530978106,0.0124691900169495,0.0137829566745572
0,0.00958664052102194,0.018454765193281,0.0197725360629174
0,0.00746454054228575,0.00747926549236454,0.0145922724197227
0,0.0078598836930546,0.00861277497265955,0.015928735836394
0,0.00574119368225439,0.0124323548872273,0.0154641847618689
0,0.00616347931160043,0.0122186259912908,0.0167456323833405
0,0.00645691121815661,0.0119054981048352,0.0176136972474732
0,0.00664558859199529,0.0112507843813743,0.0208332711220665
0,0.00889539206207016,0.0128002424705427,0.025436024311315
0,0.0100894966030935,0.0122270185467397,0.0203493954950228
0,0.00832589470910743,0.00736324753090924,0.0137348199541644
0,0.0134197769465316,0.00691304619733427,0.0206027402850811
0,0.013536352407384,0.0104197121281804,0.0224010257667799
0,0.0204819011425158,0.00855018449474474,0.0292169784388024
0,0.0237611621526569,0.0144902478808711,0.0372189193081151
0,0.0202632343759572,0.0130560450452652,0.0336366700593972
0,0.0161715984180306,0.015247388406378,0.0326465783889817
0,0.0163756100855196,0.0137471006287325,0.0231690038465862
0,0.0141196465026392,0.0173588867680297,0.0255985787015567
0,0.0194138735768854,0.0186347054850636,0.0286787392335845
0,0.0248374768073914,0.0170110373502736,0.0284444505033684
0,0.0153487140687854,0.00729830380922553,0.0193932536419306
0,0.0185483752159395,0.0130976412279647,0.027092183529495
0,0.0156171364644425,0.0108304819088425,0.0254872052399991
