1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 6A00000034467E21
Is Mission Active?  true
Mission Start:  Wed Nov 04 07:12:00 PST 2015
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  2281
Total Samples:  5838
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/4/15 7:12:00 AM,C,24
11/4/15 9:12:00 AM,C,7
11/4/15 11:12:00 AM,C,1
11/4/15 1:12:00 PM,C,1
11/4/15 3:12:00 PM,C,1.5
11/4/15 5:12:00 PM,C,-0.5
11/4/15 7:12:00 PM,C,-1
11/4/15 9:12:00 PM,C,-1
11/4/15 11:12:00 PM,C,-1
11/5/15 1:12:00 AM,C,-1
11/5/15 3:12:00 AM,C,-1.5
11/5/15 5:12:00 AM,C,-2
11/5/15 7:12:00 AM,C,-2.5
11/5/15 9:12:00 AM,C,-1.5
11/5/15 11:12:00 AM,C,-1.5
11/5/15 1:12:00 PM,C,0.5
11/5/15 3:12:00 PM,C,0.5
11/5/15 5:12:00 PM,C,-1
11/5/15 7:12:00 PM,C,-1.5
11/5/15 9:12:00 PM,C,-1.5
11/5/15 11:12:00 PM,C,-4
11/6/15 1:12:00 AM,C,-4.5
11/6/15 3:12:00 AM,C,-8.5
11/6/15 5:12:00 AM,C,-8.5
11/6/15 7:12:00 AM,C,-7.5
11/6/15 9:12:00 AM,C,-0.5
11/6/15 11:12:00 AM,C,4.5
11/6/15 1:12:00 PM,C,7.5
11/6/15 3:12:00 PM,C,8
11/6/15 5:12:00 PM,C,-3
11/6/15 7:12:00 PM,C,-5.5
11/6/15 9:12:00 PM,C,-7
11/6/15 11:12:00 PM,C,-7.5
11/7/15 1:12:00 AM,C,-7.5
11/7/15 3:12:00 AM,C,-7.5
11/7/15 5:12:00 AM,C,-7.5
11/7/15 7:12:00 AM,C,-5
11/7/15 9:12:00 AM,C,-1.5
11/7/15 11:12:00 AM,C,0.5
11/7/15 1:12:00 PM,C,3.5
11/7/15 3:12:00 PM,C,9
11/7/15 5:12:00 PM,C,-2
11/7/15 7:12:00 PM,C,-4
11/7/15 9:12:00 PM,C,-4
11/7/15 11:12:00 PM,C,-5.5
11/8/15 1:12:00 AM,C,-6
11/8/15 3:12:00 AM,C,-6
11/8/15 5:12:00 AM,C,-6.5
11/8/15 7:12:00 AM,C,-6
11/8/15 9:12:00 AM,C,2.5
11/8/15 11:12:00 AM,C,8
11/8/15 1:12:00 PM,C,11
11/8/15 3:12:00 PM,C,11.5
11/8/15 5:12:00 PM,C,-1.5
11/8/15 7:12:00 PM,C,-2.5
11/8/15 9:12:00 PM,C,-2.5
11/8/15 11:12:00 PM,C,-2
11/9/15 1:12:00 AM,C,-2
11/9/15 3:12:00 AM,C,-2
