1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 0400000027C56E21
Is Mission Active?  true
Mission Start:  Sun Nov 01 16:32:00 PST 2015
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  2313
Total Samples:  66636
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun May 15 00:00:00 PDT 2016
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
11/13/15 2:32:00 PM,C,9.5
11/13/15 4:32:00 PM,C,4.5
11/13/15 6:32:00 PM,C,-2.5
11/13/15 8:32:00 PM,C,-3.5
11/13/15 10:32:00 PM,C,-3
11/14/15 12:32:00 AM,C,-3.5
11/14/15 2:32:00 AM,C,-4
11/14/15 4:32:00 AM,C,-5
11/14/15 6:32:00 AM,C,-4
11/14/15 8:32:00 AM,C,2.5
11/14/15 10:32:00 AM,C,9
11/14/15 12:32:00 PM,C,12
11/14/15 2:32:00 PM,C,13.5
11/14/15 4:32:00 PM,C,10
11/14/15 6:32:00 PM,C,-1.5
11/14/15 8:32:00 PM,C,-2.5
11/14/15 10:32:00 PM,C,-3
11/15/15 12:32:00 AM,C,-2
11/15/15 2:32:00 AM,C,-4
11/15/15 4:32:00 AM,C,-3
11/15/15 6:32:00 AM,C,-3
11/15/15 8:32:00 AM,C,-0.5
11/15/15 10:32:00 AM,C,9.5
11/15/15 12:32:00 PM,C,11.5
11/15/15 2:32:00 PM,C,14.5
11/15/15 4:32:00 PM,C,3.5
11/15/15 6:32:00 PM,C,-2
11/15/15 8:32:00 PM,C,-3
11/15/15 10:32:00 PM,C,-4
11/16/15 12:32:00 AM,C,-3.5
11/16/15 2:32:00 AM,C,-2
11/16/15 4:32:00 AM,C,-1
11/16/15 6:32:00 AM,C,-4.5
11/16/15 8:32:00 AM,C,-2.5
11/16/15 10:32:00 AM,C,1.5
11/16/15 12:32:00 PM,C,1
11/16/15 2:32:00 PM,C,0.5
11/16/15 4:32:00 PM,C,0
11/16/15 6:32:00 PM,C,-4.5
11/16/15 8:32:00 PM,C,-5.5
11/16/15 10:32:00 PM,C,-6
11/17/15 12:32:00 AM,C,-8.5
11/17/15 2:32:00 AM,C,-9.5
11/17/15 4:32:00 AM,C,-9
11/17/15 6:32:00 AM,C,-7.5
11/17/15 8:32:00 AM,C,-6.5
11/17/15 10:32:00 AM,C,-4
11/17/15 12:32:00 PM,C,-2
11/17/15 2:32:00 PM,C,-0.5
11/17/15 4:32:00 PM,C,-3.5
11/17/15 6:32:00 PM,C,-4.5
11/17/15 8:32:00 PM,C,-3.5
11/17/15 10:32:00 PM,C,-2.5
11/18/15 12:32:00 AM,C,-3
11/18/15 2:32:00 AM,C,-2
11/18/15 4:32:00 AM,C,-2
11/18/15 6:32:00 AM,C,-2
11/18/15 8:32:00 AM,C,-0.5
11/18/15 10:32:00 AM,C,2.5
11/18/15 12:32:00 PM,C,4.5
11/18/15 2:32:00 PM,C,5.5
11/18/15 4:32:00 PM,C,0
11/18/15 6:32:00 PM,C,-6
11/18/15 8:32:00 PM,C,-8
11/18/15 10:32:00 PM,C,-12
11/19/15 12:32:00 AM,C,-13.5
11/19/15 2:32:00 AM,C,-11
11/19/15 4:32:00 AM,C,-9.5
11/19/15 6:32:00 AM,C,-7
11/19/15 8:32:00 AM,C,-5.5
11/19/15 10:32:00 AM,C,-0.5
11/19/15 12:32:00 PM,C,1.5
11/19/15 2:32:00 PM,C,3
11/19/15 4:32:00 PM,C,-3
11/19/15 6:32:00 PM,C,-6.5
11/19/15 8:32:00 PM,C,-9
11/19/15 10:32:00 PM,C,-7.5
11/20/15 12:32:00 AM,C,-6
11/20/15 2:32:00 AM,C,-4
11/20/15 4:32:00 AM,C,-5
11/20/15 6:32:00 AM,C,-5.5
11/20/15 8:32:00 AM,C,-3.5
11/20/15 10:32:00 AM,C,1.5
11/20/15 12:32:00 PM,C,2
11/20/15 2:32:00 PM,C,1.5
11/20/15 4:32:00 PM,C,-3
11/20/15 6:32:00 PM,C,-8.5
11/20/15 8:32:00 PM,C,-11
11/20/15 10:32:00 PM,C,-13.5
11/21/15 12:32:00 AM,C,-14
11/21/15 2:32:00 AM,C,-15.5
11/21/15 4:32:00 AM,C,-15.5
11/21/15 6:32:00 AM,C,-15.5
11/21/15 8:32:00 AM,C,-11
11/21/15 10:32:00 AM,C,-4.5
11/21/15 12:32:00 PM,C,-2
11/21/15 2:32:00 PM,C,1
11/21/15 4:32:00 PM,C,0
11/21/15 6:32:00 PM,C,-10.5
11/21/15 8:32:00 PM,C,-11
11/21/15 10:32:00 PM,C,-11
11/22/15 12:32:00 AM,C,-11
11/22/15 2:32:00 AM,C,-11
11/22/15 4:32:00 AM,C,-11
11/22/15 6:32:00 AM,C,-10
11/22/15 8:32:00 AM,C,-4
11/22/15 10:32:00 AM,C,3.5
11/22/15 12:32:00 PM,C,7
11/22/15 2:32:00 PM,C,8.5
11/22/15 4:32:00 PM,C,5
11/22/15 6:32:00 PM,C,-6
11/22/15 8:32:00 PM,C,-6.5
11/22/15 10:32:00 PM,C,-7
11/23/15 12:32:00 AM,C,-6.5
11/23/15 2:32:00 AM,C,-7
11/23/15 4:32:00 AM,C,-8
11/23/15 6:32:00 AM,C,-8.5
11/23/15 8:32:00 AM,C,-3
11/23/15 10:32:00 AM,C,7
11/23/15 12:32:00 PM,C,10
11/23/15 2:32:00 PM,C,7.5
11/23/15 4:32:00 PM,C,0.5
11/23/15 6:32:00 PM,C,-3
11/23/15 8:32:00 PM,C,-2.5
11/23/15 10:32:00 PM,C,-4.5
11/24/15 12:32:00 AM,C,-6
11/24/15 2:32:00 AM,C,-5.5
11/24/15 4:32:00 AM,C,-4.5
11/24/15 6:32:00 AM,C,-4.5
11/24/15 8:32:00 AM,C,-2
11/24/15 10:32:00 AM,C,3
11/24/15 12:32:00 PM,C,6.5
11/24/15 2:32:00 PM,C,11.5
11/24/15 4:32:00 PM,C,2
11/24/15 6:32:00 PM,C,-0.5
11/24/15 8:32:00 PM,C,-3
11/24/15 10:32:00 PM,C,-2
11/25/15 12:32:00 AM,C,-2.5
11/25/15 2:32:00 AM,C,-4.5
11/25/15 4:32:00 AM,C,-5.5
11/25/15 6:32:00 AM,C,-6.5
11/25/15 8:32:00 AM,C,-7
11/25/15 10:32:00 AM,C,-8
11/25/15 12:32:00 PM,C,-8
11/25/15 2:32:00 PM,C,-8
11/25/15 4:32:00 PM,C,-8.5
11/25/15 6:32:00 PM,C,-9
11/25/15 8:32:00 PM,C,-8.5
11/25/15 10:32:00 PM,C,-8
11/26/15 12:32:00 AM,C,-9
11/26/15 2:32:00 AM,C,-9.5
11/26/15 4:32:00 AM,C,-10
11/26/15 6:32:00 AM,C,-9.5
11/26/15 8:32:00 AM,C,-10
11/26/15 10:32:00 AM,C,-8
11/26/15 12:32:00 PM,C,-4.5
11/26/15 2:32:00 PM,C,-4
11/26/15 4:32:00 PM,C,-7.5
11/26/15 6:32:00 PM,C,-9.5
11/26/15 8:32:00 PM,C,-10
11/26/15 10:32:00 PM,C,-11
11/27/15 12:32:00 AM,C,-11.5
11/27/15 2:32:00 AM,C,-12
11/27/15 4:32:00 AM,C,-12.5
11/27/15 6:32:00 AM,C,-13
11/27/15 8:32:00 AM,C,-11
11/27/15 10:32:00 AM,C,-7
11/27/15 12:32:00 PM,C,-2.5
11/27/15 2:32:00 PM,C,-2.5
11/27/15 4:32:00 PM,C,-6.5
11/27/15 6:32:00 PM,C,-9.5
