"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"intcpt.yr[12,2]",3.234048,0.587920834083616,2.11392494806524,2.81474996668937,3.22299984486503,3.61749989635635,4.42209995592855,1.00517224486168,380
"intcpt.yr[12,3]",2.5530303,0.423208885708206,1.73777443005413,2.25674995845182,2.56,2.85024996711199,3.35204998546215,1.00313984474705,2000
"intcpt.yr[12,4]",2.0423973,0.449233737756058,1.14392490395347,1.74249978470958,2.038,2.344,2.929,1.05057012681311,39
"intcpt.yr[13,1]",1.58827984,0.640654594033245,0.28362,1.181,1.593,2.0135,2.811075,1.16433182719871,14
"intcpt.yr[13,2]",4.318778,0.56162657693699,3.26492496638472,3.915,4.306,4.71524950311818,5.48402499777789,1.00588191149207,310
"intcpt.yr[13,3]",4.6461475,0.377020671896474,3.90074968705186,4.38474997861745,4.64249997307485,4.90849992361229,5.3642497730693,1.00365355574045,1600
"intcpt.yr[13,4]",4.3617905,0.395539753321937,3.61682483468359,4.092,4.35,4.62024997971035,5.16809996228702,1.05328077506948,37
"intcpt.yr[14,1]",3.5628085,0.645990123335855,2.242,3.14174997015678,3.56899985990473,3.991,4.82924974796209,1.16055896113795,15
"intcpt.yr[14,2]",3.4020695,0.533005262614486,2.39577458696347,3.053,3.398,3.75924997506373,4.46812493185693,1.00321210049984,550
"intcpt.yr[14,3]",4.92041,0.36900789871581,4.219,4.665,4.91249997455471,5.1752499818861,5.644,1.00467859974465,1300
"intcpt.yr[14,4]",4.565411,0.391454292747768,3.81097499680147,4.298,4.567,4.815,5.33309996345326,1.06158745108739,32
"intcpt.yr[15,1]",0.989881245595,0.74519673512016,-0.52364,0.488275,1.023,1.52625,2.33135,1.11553957254348,18
"intcpt.yr[15,2]",3.4631885,0.558843489709548,2.32889991617829,3.08874996964464,3.476,3.83,4.56414990395034,1.00573031299001,300
"intcpt.yr[15,3]",3.2967335,0.421596619213694,2.54697499521372,3.00274996877515,3.285,3.567,4.19029958193363,1.00625706278412,2000
"intcpt.yr[15,4]",2.8595865,0.41113822838453,2.08694997662636,2.58274996369679,2.85549995622483,3.12624997001519,3.717,1.04991510389725,41
"intcpt.yr[16,1]",-0.6242411345,0.931668779232547,-2.5006,-1.24675,-0.6104,0.01359,1.10665,1.1000838035924,20
"intcpt.yr[16,2]",3.2351725,0.579127607817844,2.09397499417797,2.851,3.22,3.6074998960691,4.35619982115284,1.00365459890566,480
"intcpt.yr[16,3]",2.673669,0.429956299696637,1.87694997400947,2.37349984196108,2.654,2.968,3.548,1.00481707873104,1300
"intcpt.yr[16,4]",1.1538861555,0.515719125894378,0.137455,0.810525,1.156,1.499,2.1561,1.03322520238623,52
"intcpt.yr[17,1]",0.24840724285,0.687753318194187,-1.129,-0.18695,0.2446,0.725175,1.56705,1.10542948734823,19
"intcpt.yr[17,2]",3.386221,0.545120641157265,2.38479967223197,3.016,3.37249996293551,3.73324997489007,4.49304998915297,1.00143156813256,1600
"intcpt.yr[17,3]",2.5858235,0.393730414328553,1.82874933124401,2.31974995958035,2.58649995167214,2.857,3.33507496712966,1.00056321260833,2000
"intcpt.yr[17,4]",3.1417975,0.402302591566772,2.37697499487132,2.87074996733924,3.129,3.41524997255227,3.9241249224179,1.06158333928553,33
"intcpt.yr[18,1]",-1.0596888934,0.928964144860047,-3.0781,-1.64825,-1.028,-0.40185,0.587224999999998,1.06353952071962,29
"intcpt.yr[18,2]",3.5488915,0.557050039135445,2.47494998029255,3.17574997047631,3.541,3.91699961718415,4.65207497643144,1.00471060784246,360
"intcpt.yr[18,3]",3.035691,0.409209878768146,2.24097499455998,2.757,3.02649995869817,3.318,3.831,1.00400391504948,2000
"intcpt.yr[18,4]",2.4311095,0.435096811212532,1.57284972037197,2.146,2.413499948208,2.696,3.31632438046228,1.05510159211214,35
"intcpt.yr[19,1]",3.528036,0.657332837254816,2.26094997842618,3.079,3.54599985899605,3.997,4.75417487450373,1.14289122205323,16
"intcpt.yr[19,2]",4.456921,0.559350748089868,3.34597499635687,4.088,4.454,4.81824998054407,5.56807498030736,1.00915417506649,210
"intcpt.yr[19,3]",3.301492,0.39224655335045,2.53282476380726,3.04374996919581,3.30599984875983,3.563,4.08202499701481,1.00235737417639,2000
"intcpt.yr[19,4]",2.95183,0.422811784370423,2.137,2.67074996489312,2.942,3.2332499710074,3.80002499679332,1.05781272775038,34
"intcpt.yr[20,1]",1.25751062125,0.710202211755639,-0.129235,0.802475,1.267,1.751,2.5772,1.15093890864109,15
"intcpt.yr[20,2]",2.6560685,0.611746441748741,1.46389986656321,2.26249983420528,2.655,3.0492499692581,3.87302499685375,1.00133037943873,1800
"intcpt.yr[20,3]",2.8840735,0.414358021984541,2.03994997608751,2.60124967551194,2.899,3.17124997044063,3.68409994710621,1.00471275907307,2000
"intcpt.yr[20,4]",2.61819,0.443847397374456,1.76687482724602,2.317,2.607,2.93,3.51117483013249,1.06326734371803,33
"intcpt.yr[21,1]",0.501164206,0.726315109219322,-0.9829625,0.0468175,0.49845,0.990275,1.876175,1.13398981500597,16
"intcpt.yr[21,2]",2.7990649,0.589790095361293,1.68492493482716,2.40974996109017,2.7774999549955,3.18324997055205,3.95419980299377,1.00660085041945,280
"intcpt.yr[21,3]",2.998643,0.420247263444054,2.21684980174412,2.70049986110253,2.994,3.282,3.83014988556187,1.00694972681974,2000
"intcpt.yr[21,4]",2.40733955,0.465659055843373,1.51592492755237,2.09574995525949,2.396,2.70724996537503,3.3473741831121,1.05287278952983,39
"intcpt.yr[22,1]",0.1830338764,0.861990057044877,-1.52805,-0.396175,0.19545,0.7843,1.80405,1.07712465116125,25
"intcpt.yr[22,2]",3.1562625,0.616535264571281,2.019,2.727,3.133,3.56349989478606,4.41604998896389,1.00407109003726,420
"intcpt.yr[22,3]",4.3817775,0.418187751484301,3.58084987734304,4.097,4.383,4.662,5.19424976565124,1.00644288666451,2000
"intcpt.yr[22,4]",3.0914575,0.492373768754824,2.09387485426585,2.762,3.0984999596579,3.43424997270411,4.04604998795498,1.04765400507349,43
"intcpt.yr[23,1]",-1.0218108563,1.19048854167432,-3.654375,-1.7335,-0.94475,-0.21955,1.085225,1.06057282810646,30
"intcpt.yr[23,2]",2.4411697,0.71665925400785,1.00789980604074,1.96824957110173,2.449,2.91024996778996,3.87414988686031,1.00672474752676,810
"intcpt.yr[23,3]",4.639389,0.463394439848431,3.76797499676496,4.316,4.62849997299341,4.959,5.57619986024676,1.0068398895737,2000
"intcpt.yr[23,4]",1.41787323865,0.604771691223303,0.229045,1.026,1.427,1.824,2.566125,1.0393336816723,44
"intcpt.yr[24,1]",-1.9189366395,1.42864302154995,-5.0841,-2.78325,-1.7865,-0.92375,0.434212499999997,1.03001174840463,57
"intcpt.yr[24,2]",2.8993915,0.64884385752157,1.67589988346842,2.44874996170995,2.89949995688912,3.335,4.23207497409349,1.0006142004229,2000
"intcpt.yr[24,3]",4.2094435,0.463955519602725,3.33984986848216,3.897,4.202,4.52424997927986,5.11007497854303,1.00429680815558,2000
"intcpt.yr[24,4]",2.2085842,0.520166901073921,1.20197498985509,1.858,2.2084999434005,2.55649985335332,3.23304998492726,1.02932632606625,64
"intcpt.yr[25,1]",-1.886474688,1.43208820049443,-5.006275,-2.77175,-1.78,-0.9107,0.559262499999995,1.08245408083104,25
"intcpt.yr[25,2]",1.90432786,0.75968976126331,0.3967,1.38675,1.9125,2.4505,3.347,1.00262622955468,790
"intcpt.yr[25,3]",3.8270295,0.472124630222764,2.923,3.507,3.816,4.13024997730345,4.7560249974378,1.00563025838831,2000
"intcpt.yr[25,4]",2.4506222,0.49190728271144,1.53079948876964,2.117,2.44,2.76949986462908,3.44929949231936,1.05694464015635,36
"intcpt.yr[26,1]",-1.11814826945,1.16993343962418,-3.605425,-1.82275,-1.0655,-0.3056,1.0173,1.07856315565889,25
"intcpt.yr[26,2]",2.99168885,0.647413685884854,1.77889989022534,2.55449985316191,2.973499957962,3.40924997250397,4.33357351725216,1.00082718173295,2000
"intcpt.yr[26,3]",3.2950535,0.477793455303351,2.36197499483874,2.967,3.28249996191927,3.612,4.27232451882712,1.00144414756886,2000
"intcpt.yr[26,4]",3.153568,0.486097683449456,2.22597499452331,2.842,3.14549996026069,3.46024997290919,4.10232449892728,1.05530543713458,40
"intcpt.yr[27,1]",-1.09619207615,1.17615614982445,-3.515125,-1.83525,-1.021,-0.285025,1.011275,1.07582112238132,26
"intcpt.yr[27,2]",3.8720575,0.58328248767125,2.71587488768142,3.473499892019,3.86649996767102,4.26824997803721,5.03204999031454,1.00257168030803,2000
"intcpt.yr[27,3]",3.6640065,0.438009189952667,2.8509749957242,3.36474997213484,3.647,3.964,4.544,1.00495255253625,2000
"intcpt.yr[27,4]",2.57463715,0.445350601396203,1.68982464566807,2.282,2.5524999510284,2.86124996723842,3.49029949827006,1.05687307933941,35
"intcpt.yr[28,1]",-1.007217385,1.17033539132632,-3.453275,-1.7695,-0.9575,-0.196675,1.07919999999999,1.05309834849551,34
"intcpt.yr[28,2]",2.45892513,0.689209934190575,1.097925,2.01775,2.47,2.9205,3.788075,1.00123267581111,2000
"intcpt.yr[28,3]",3.033332,0.491396649469199,2.12197499425481,2.69374996519291,3.034,3.34224997195283,4.06117485311236,1.00705543432693,2000
"intcpt.yr[28,4]",1.993403,0.487718867338325,1.05582443200141,1.66674994374156,1.983,2.316,2.99314985360113,1.05375487481012,38
"intcpt.yr[29,1]",-1.71831079573,1.45410986562051,-4.788775,-2.59125,-1.608,-0.729025,0.924972499999998,1.0516058822073,36
"intcpt.yr[29,2]",3.3236628,0.691138039150458,1.97497499382706,2.865,3.315,3.78649990098138,4.65719983269937,1.00727229948804,500
"intcpt.yr[29,3]",1.595985345,0.575107805842045,0.4759775,1.20475,1.591,1.98575,2.75115,1.00388586961693,810
"intcpt.yr[29,4]",3.2659715,0.461347449784283,2.35697499482779,2.951,3.24949996153254,3.56024997367004,4.23639926528247,1.06338130725491,30
"intcpt.yr[30,1]",-0.3317655128,1.07342002899432,-2.5952,-1.015,-0.2973,0.371325,1.6121,1.06114025744067,30
"intcpt.yr[30,2]",3.3121005,0.671782001789803,2.03089990386351,2.865,3.3074999622071,3.76349990037635,4.67902499739564,1.0055684116267,420
"intcpt.yr[30,3]",3.0252045,0.487911863632241,2.09494997671568,2.675,3.02349995865718,3.345,4.002,1.01057804120807,2000
"intcpt.yr[30,4]",3.047606,0.508995874407723,2.06492494683171,2.7,3.023,3.3824998891571,4.08702499701846,1.0575621100625,34
"intcpt.mu[1]",0.4019644976,0.734570742168894,-1.14695,-0.0679775,0.4401,0.9253,1.724025,1.1164201997404,18
"intcpt.mu[2]",3.318588,0.527098029233852,2.30094997880143,2.96974996842814,3.309,3.662,4.36909995539424,1.00411164737849,500
"intcpt.mu[3]",3.2277645,0.382819011070987,2.49092495593154,2.96249987338923,3.226,3.49074975835898,3.986,1.00206560570852,2000
"intcpt.mu[4]",2.885936,0.407971620735637,2.09897499419184,2.612,2.88049995660476,3.151,3.715,1.07097429837425,28
"intcpt.tau[1]",0.36432745,0.131662311743583,0.166297499266847,0.269774996524452,0.3433499963594,0.436849922777705,0.678514993537292,1.00377417675559,460
"intcpt.tau[2]",1.2209641,0.444955268388434,0.574457438571556,0.911949995887632,1.154,1.45324993550421,2.29232410469942,1.0008739202029,2000
"intcpt.tau[3]",1.4613687,0.443896708744644,0.729422338998531,1.136,1.405,1.73549978400689,2.42907495487921,1.00212556087524,920
"intcpt.tau[4]",1.0149413,0.297515728018737,0.523354924384542,0.811099981503555,0.980949968143126,1.184,1.67037336761675,1.00139564002759,1700
"intcpt.trt[2,1]",0.582595874,31.0368623411371,-59.73075,-20.2425,0.8821,20.6925,62.85075,1.0028376281904,640
"intcpt.trt[2,2]",-0.4870095285,0.533226509539013,-1.52415,-0.8496,-0.4847,-0.1414,0.5814475,1.00050387749358,2000
"intcpt.trt[2,3]",-1.327218595,0.384435210487811,-2.13215,-1.5765,-1.3245,-1.0625,-0.5824775,1.00184993230952,2000
"intcpt.trt[2,4]",-0.2147720895,0.315395488860938,-0.8458,-0.431,-0.21535,-0.00350575,0.38103,1.00152127295492,1500
"intcpt.trt[3,1]",-26.78810328525,18.2984784201895,-69.623,-37.5025,-23.19,-12.435,-3.195775,1.00097008263904,2000
"intcpt.trt[3,2]",1.130635935,30.624790136159,-56.793,-20.0375,0.65245,21.935,62.3989999999999,1.00151164324131,1500
"intcpt.trt[3,3]",0.40272338,31.7751062301556,-64.07125,-21.29,1.0295,22.2825,60.226,1.00064639937344,2000
"intcpt.trt[3,4]",-0.68583962735,33.0915445713144,-65.4245,-22.855,-0.9697,21.295,64.26375,1.00071290506713,2000
"intcpt.gr[1,1]",-0.39330830095,0.264502818632038,-0.906545,-0.57095,-0.38465,-0.223775,0.1288375,1.03445042997129,50
"intcpt.gr[1,2]",-0.17856052964,0.250762164609001,-0.6672175,-0.34085,-0.17935,-0.0147975,0.2935025,1.00144146915047,2000
"intcpt.gr[1,3]",-0.1179824714,0.214386477931554,-0.536625,-0.258125,-0.11825,0.01647,0.30941,1.02388082823119,280
"intcpt.gr[1,4]",-0.09863649535,0.21990870574929,-0.5385725,-0.24335,-0.099465,0.04174,0.333257499999999,1.01735845909884,93
"intcpt.gr[2,1]",0.3798871929,0.335026172228858,-0.23606,0.1537,0.3722,0.593325,1.0681,1.01547282756105,100
"intcpt.gr[2,2]",0.23736524025,0.267394956404919,-0.2649,0.0559225,0.2335,0.417025,0.766222499999999,1.00300339904167,600
"intcpt.gr[2,3]",0.290865338,0.246714282730598,-0.188845,0.12875,0.28895,0.4383,0.799139999999999,1.02639616269275,2000
"intcpt.gr[2,4]",0.3692553616,0.242343148458559,-0.08108425,0.20895,0.35985,0.5227,0.87258,1.01193566264758,140
"intcpt.gr[3,1]",0.079610712435,0.26224002375188,-0.4258075,-0.09247,0.080135,0.24435,0.613397499999999,1.01015084441184,160
"intcpt.gr[3,2]",0.18346728335,0.233543783059708,-0.2640625,0.0269875,0.18,0.328925,0.6631475,1.00055739369298,2000
"intcpt.gr[3,3]",0.082959246925,0.206795210856967,-0.3046125,-0.056495,0.08209,0.217025,0.5140275,1.0194610497517,2000
"intcpt.gr[3,4]",-0.175233937465,0.22863976578191,-0.6241,-0.323075,-0.17645,-0.0220575,0.27011,1.01732072429667,100
"intcpt.gr[4,1]",0.1743040068,0.303843709975009,-0.420335,-0.0284575,0.17145,0.374075,0.7973575,1.00533002175535,330
"intcpt.gr[4,2]",-0.015166296605,0.227360273729244,-0.4384325,-0.1685,-0.02242,0.12875,0.449664999999999,1.00211130352391,1900
"intcpt.gr[4,3]",-0.2631530357,0.22357872483399,-0.6991325,-0.406225,-0.26555,-0.11575,0.1600375,1.00611915967963,2000
"intcpt.gr[4,4]",0.30580874405,0.228240797569707,-0.1453525,0.1519,0.3079,0.4579,0.7710625,1.01574461011323,110
"intcpt.gr[5,1]",-0.21382809325,0.387869149195968,-0.9716525,-0.461,-0.208,0.04112,0.5857325,1.00294418744133,610
"intcpt.gr[5,2]",-0.08491987383,0.380555272105583,-0.8643775,-0.317225,-0.073305,0.154675,0.6530325,1.0037630616512,550
"intcpt.gr[5,3]",0.187226784498,0.300968000482227,-0.3658625,-0.015825,0.1661,0.385,0.7958025,1.00449642403624,1300
"intcpt.gr[5,4]",-0.260607055015,0.317722465185198,-0.886115,-0.477575,-0.24635,-0.05011,0.3272625,1.00710381842288,230
"intcpt.gr[6,1]",-0.009191998695,0.28102400608992,-0.542215,-0.201975,-0.006834,0.1652,0.569535,1.00080980451931,2000
"intcpt.gr[6,2]",-0.07660505611,0.231470885999075,-0.53355,-0.2317,-0.08234,0.06888,0.398994999999999,1.00112001044037,2000
"intcpt.gr[6,3]",-0.1981552288,0.220798930892206,-0.6352575,-0.343375,-0.1952,-0.05676,0.241994999999999,1.01503181137804,460
"intcpt.gr[6,4]",-0.1549169643,0.220313266263918,-0.5984175,-0.293725,-0.14805,-0.0186725,0.302142499999999,1.0088612656326,230
"g.tau[1]",5.547634,2.93411769037209,1.46662311807236,3.38274930680493,5.0519999010293,7.08699978838467,12.621993845007,1.00211544986193,930
"g.tau[2]",6.81537155,3.36425742050327,1.94872424053878,4.29774630975513,6.32249903123757,8.65274946924252,15.0207492706825,1.00051304015378,2000
"g.tau[3]",6.5780745,3.29308441195058,1.80472417970587,4.25974821606811,6.03749948240163,8.28149886841407,14.5407492466387,1.0038022873795,460
"g.tau[4]",6.25753765,3.12337898890315,1.8959499742701,3.97424978764235,5.7104999781105,7.96549957640413,13.750249911406,1.00323344300612,550
"dd[1,1]",-0.597177063,0.112838435521313,-0.797915,-0.671725,-0.6041,-0.532275,-0.35812,1.10036816814898,23
"dd[1,2]",0.0790054005135,0.0645577028176956,-0.04796875,0.03703,0.07598,0.124525,0.2020275,1.01652281878698,110
"dd[1,3]",0.01874732664111,0.0408298904285583,-0.062464,-0.0082155,0.02045,0.0456725,0.0988825,1.0033267597285,530
"dd[1,4]",0.11426050707,0.0472823914235957,0.024508,0.0834325,0.114,0.1443,0.20902,1.03194943138365,86
"dd[2,1]",-0.4854763425,0.161864310185232,-0.79775,-0.593425,-0.48745,-0.374975,-0.1613325,1.00153597449074,2000
"dd[2,2]",-1.776263,0.129982000643341,-2.032025,-1.86225,-1.7745,-1.69,-1.526975,1.01577951526553,120
"dd[2,3]",0.03347737935,0.0898953128994679,-0.1377125,-0.0292775,0.03045,0.0946175,0.205805,1.00314839055435,570
"dd[2,4]",-0.36865722,0.0931581432645577,-0.5474425,-0.4315,-0.36955,-0.30755,-0.1815825,1.00235968198827,810
"dd[3,1]",-0.7223417045,0.373604252125448,-1.467075,-0.98015,-0.71075,-0.45455,-0.03985175,1.01389352442707,140
"dd[3,2]",-0.0165785909,0.247529238574728,-0.5859325,-0.154225,-0.011405,0.14515,0.4237425,1.00919301309378,320
"dd[3,3]",-1.966468,0.212162365679461,-2.488075,-2.068,-1.947,-1.827,-1.62895,1.02262793285777,1000
"dd[3,4]",-0.149496347,0.162887295964304,-0.47713,-0.25765,-0.14715,-0.0396525,0.1598625,1.00057142017294,2000
"dd[4,1]",-0.11955016225,0.302314183885252,-0.7493325,-0.321275,-0.104,0.079855,0.461135,1.03248714245864,53
"dd[4,2]",-0.359672652615,0.23744786066264,-0.878415,-0.514,-0.34595,-0.195775,0.0570732499999999,1.00338843895967,800
"dd[4,3]",0.142878020895,0.155685637872094,-0.16691,0.03975,0.1503,0.242,0.4593275,1.00186287507819,1300
"dd[4,4]",-1.7602085,0.181835714702367,-2.08905,-1.883,-1.7715,-1.649,-1.371,1.05316916100776,41
"theta[1]",0.6246773,0.0731769435494789,0.492592497772402,0.574074998366843,0.620749997986307,0.670524998601911,0.776084818965932,1.00300061213067,600
"theta[2]",1.15878405,0.149994209461677,0.894787496593656,1.052,1.15,1.25024992503498,1.48302499178551,1.00079012971753,2000
"theta[3]",1.15701105,0.108501465874641,0.968737421241198,1.07674991290547,1.152,1.229,1.38402499119819,1.00149566535387,2000
"theta[4]",1.0910436,0.105299072248279,0.896697499864075,1.018,1.087,1.159,1.313,1.00165821080122,2000
"u[1]",0.8208821,0.118787724918805,0.488369964008109,0.7778,0.852749998534154,0.901924998960595,0.957104999490719,1.0662546901021,60
"u[2]",0.9995211,0.000533963808393736,0.9981,0.9994,0.9997,0.9999,1,1.00276011777595,2000
"u[3]",0.680242458,0.194542993090688,0.167657288558622,0.579474998382063,0.73149999316473,0.828599981900088,0.918609997877813,1.07745587872174,260
"u[4]",0.679101355,0.180833796584066,0.246697499505847,0.574524985311398,0.711449998243025,0.820599981723661,0.930104999475937,1.00280464155088,650
"lambda[1,1]",0.23764833825,0.420340940730868,0.00857597499857877,0.0509974954026837,0.1215,0.271749875896268,1.13204995698465,1.00140603484379,1700
"lambda[1,2]",1.309949155,1.21498133578565,0.153667365242102,0.522949992828228,0.948949840613296,1.70249977982188,4.50102047441576,1.0006521508984,2000
"lambda[1,3]",2.6764628,1.77610177069223,0.75831732449459,1.49774993739217,2.223,3.31824997174999,7.19350786928188,1.00147536541476,1500
"lambda[1,4]",5.37652445,3.62961315606892,1.5237743497097,3.18624973510712,4.4494997471626,6.39449994136197,14.3614969530162,1.00167104019455,1300
"lambda[2,1]",0.3512432635,0.539060152573293,0.012208747497859,0.0780623526619246,0.180649162743701,0.399149990606604,1.78414975460708,1.00101596224901,2000
"lambda[2,2]",0.759698105,0.78703730081337,0.0707612288349924,0.293799948921674,0.5217,0.9646,2.7710749604441,1.0033629102461,530
"lambda[2,3]",3.56593255,2.57334881102759,0.99727999217475,1.98449829760309,2.87699982620785,4.388,9.98717494023109,1.0006222733357,2000
"lambda[2,4]",1.1174851,0.802796928420962,0.290269939380274,0.631574998515537,0.912799994522349,1.3654997255093,3.2302994579816,1.00307049055393,600
"lambda[3,1]",0.4321961195,0.590535748946984,0.0190352267394564,0.109799863221774,0.246499979716023,0.518949992774798,2.0015223324133,1.00084217789495,2000
"lambda[3,2]",0.0043259697254,0.00673845492211635,5.09781371396481e-05,0.000741624846966287,0.0020444970041553,0.0050937366064639,0.0225644825880724,1.00104018118946,2000
"lambda[3,3]",5.12026235,3.52649100438516,1.51692492760019,2.9692484516749,4.249,6.265,13.4239769319948,1.00055062311756,2000
"lambda[3,4]",3.12737395,2.07887291079951,0.900557460841987,1.84274994911574,2.62049995229918,3.77674977665276,8.36514994757407,1.00050469919488,2000
