"quad","year","SP_ID","x","y","GenID"
"Q3",2007,30,5.1920025883,10.1823199503,8
"Q3",2007,33,74.010265385,28.6767314946,9
"Q3",2007,35,20.9876597147,29.6292337606,10
"Q3",2007,36,14.7170221331,31.2167370922,11
"Q3",2007,37,10.748264249,33.5979916447,12
"Q3",2007,38,3.0488739359,34.6298692107,13
"Q3",2007,43,87.3547669199,65.379514568,14
"Q3",2007,45,90.3710220932,70.3007747181,15
"Q3",2007,48,56.0714800512,75.984326239,16
"Q3",2007,49,99.0229151171,76.0157856441,17
"Q3",2007,52,67.263376893,89.478103668,18
"Q31",2011,32,0.0720102613,25.8213829378,1
"Q32",2011,0,77.6597718113,52.0026155514,1
"Q32",2011,1,69.3643022535,46.2141531549,2
"Q32",2011,2,90.2757142637,31.2060049881,3
"Q32",2011,3,66.233954005,19.914504379,4
"Q32",2011,4,59.890783693,31.6754304672,5
"Q32",2011,5,31.7047128889,65.0791100415,6
"Q32",2011,6,32.6587595719,81.6349213005,7
"Q32",2011,7,0.801170916,93.6635737016,8
"Q32",2011,16,71.9490592883,98.95885859,9
"Q32",2011,35,38.4824229407,99.082585637,10
"Q32",2011,40,32.132410949,98.0242500825,11
"Q32",2011,42,42.980349047,96.9218174358,12
"Q32",2011,51,23.8421166626,92.997156644,13
"Q32",2011,59,25.8705926969,88.7638148712,14
"Q32",2011,61,22.6955869235,87.9259661131,15
"Q32",2011,63,75.70055349,87.08811691,16
"Q32",2011,93,64.2793500776,44.9310884416,17
"Q32",2011,103,68.6890815543,20.9421514327,18
"Q33",2011,0,5.9092446801,36.5578182895,1
"Q33",2011,1,0.6863494996,70.6674833389,2
"Q33",2011,2,1.0832059141,87.2727484807,3
"Q33",2011,3,0.9401120241,80.6214178447,4
"Q33",2011,4,7.3133701298,84.9884220751,5
"Q33",2011,5,8.1026125991,75.7441713457,6
"Q33",2011,6,13.9993933783,66.0835250543,7
"Q33",2011,7,16.3283211024,49.9317734425,8
"Q33",2011,8,25.7130778469,67.415946127,9
"Q33",2011,9,27.2597833379,52.2210743018,10
"Q33",2011,10,17.960568916,33.3255830019,11
"Q33",2011,11,25.6548020051,27.5063776268,12
"Q33",2011,12,34.8348335637,0.8885033621,13
"Q33",2011,13,39.0496676699,28.9984948208,14
"Q33",2011,14,43.2788588625,34.451289278,15
"Q33",2011,15,36.3777166006,36.6611993209,16
"Q33",2011,16,37.6044120807,41.0042894677,17
"Q33",2011,17,51.8344115926,45.5854949655,18
"Q33",2011,18,56.4942098539,53.9557138902,19
"Q33",2011,19,54.3567689426,41.3901785814,20
"Q33",2011,20,58.382634647,44.7157221761,21
"Q33",2011,21,47.3606654348,59.7316324027,22
"Q33",2011,22,51.2619889307,81.0766134323,23
"Q33",2011,23,78.2940613569,88.207056983,24
"Q33",2011,24,81.3566981574,19.8882272424,25
"Q33",2011,25,99.4036650641,9.0916502653,26
"Q33",2011,26,94.9917467148,16.0850187619,27
"Q33",2011,27,99.4205622187,19.8345688958,28
"Q33",2011,28,94.5703845568,24.5412584154,29
"Q33",2011,29,96.1343686829,69.1950381801,30
"Q33",2011,30,81.6550460287,8.2745707413,31
"Q33",2011,31,63.8196496516,16.6983314104,32
"Q33",2011,32,98.8557037396,89.4563702572,33
"Q33",2011,33,97.6698385211,97.2012499806,34
"Q33",2011,34,44.1063479267,77.6582650088,35
"Q33",2011,35,87.0103640745,74.4114435922,36
"Q33",2011,36,91.3753590924,69.2992544457,37
