"quad","year","totCover"
"Q6",2014,352.423586050591
"Q61",2014,23.0684368698685
"Q1",2015,78.1699925346275
"Q19",2015,156.408575676258
"Q2",2015,113.305730342296
"Q20",2015,163.178170743483
"Q21",2015,85.4552428670445
"Q22",2015,99.3614971254195
"Q23",2015,23.5644333130215
"Q24",2015,180.858188341813
"Q26",2015,296.690907573278
"Q27",2015,79.7340299572505
"Q28",2015,30.158426097589
"Q3",2015,58.275161341437
"Q31",2015,7.5310042645085
"Q32",2015,174.48766971873
"Q33",2015,371.560886573681
"Q34",2015,0.250000000000007
"Q38",2015,7.88151744435648
"Q39",2015,32.254016036319
"Q4",2015,140.228948630066
"Q40",2015,109.940991437411
"Q41",2015,0.25
"Q42",2015,3.971361424286
"Q43",2015,61.739765224428
"Q44",2015,267.080307699827
"Q45",2015,0.75
"Q46",2015,15.3065086344685
"Q47",2015,431.829230295096
"Q48",2015,0.25
"Q49",2015,0.5
"Q5",2015,8.14897606197003
"Q51",2015,1.75
"Q52",2015,58.955105116596
"Q53",2015,8.82553502700748
"Q54",2015,346.507854997153
"Q55",2015,0.25
"Q58",2015,22.215123103547
"Q6",2015,431.962699684587
"Q61",2015,14.2752322212795
"Q1",2016,69.9220049315625
"Q19",2016,168.263987266948
"Q2",2016,70.552735578149
"Q20",2016,227.265703370662
"Q21",2016,62.3020316951315
"Q22",2016,101.201226714178
"Q23",2016,17.3865383000975
"Q24",2016,51.4419314694625
"Q26",2016,117.169501577236
"Q27",2016,135.672558131521
"Q28",2016,29.2566110456625
"Q3",2016,23.9626810843315
"Q31",2016,4.4055236695905
"Q32",2016,242.281315278727
"Q33",2016,416.098416226399
"Q34",2016,0.25
"Q37",2016,0.686744701407999
"Q38",2016,13.6049618330005
"Q39",2016,3.34395135595201
"Q4",2016,66.063323142137
"Q40",2016,49.006418916541
"Q41",2016,1.53730147729749
"Q42",2016,4.2228557473645
"Q43",2016,26.853522699682
"Q44",2016,204.671470732908
"Q45",2016,1.00000000000001
"Q46",2016,20.124386132497
"Q47",2016,462.688374538651
"Q48",2016,0.25
"Q49",2016,0.25
"Q5",2016,6.2927133074515
"Q50",2016,0.25
"Q51",2016,1.1848365
"Q52",2016,3.24669774726101
"Q53",2016,14.101887807025
"Q54",2016,270.983039028094
"Q58",2016,6.63944136140401
"Q59",2016,2.6009436034245
"Q6",2016,383.753934371884
"Q60",2016,4.4033771885275
"Q61",2016,29.613215462847
