"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"intcpt.yr[22,2]",1.96315505,0.541129171589067,0.909399137482386,1.613,1.94549993574916,2.31,3.04109993593183,1.00094545085111,2000
"intcpt.yr[22,3]",3.7101085,0.389202915177085,2.94694998345036,3.442,3.705,3.98524997647772,4.47207497548321,1.00176723281684,1200
"intcpt.yr[22,4]",1.83041445,0.432011568275387,0.946089997938333,1.54674993937598,1.829,2.12724995593592,2.685,1.06651176147861,33
"intcpt.yr[23,1]",-0.01086281555,1.14584404332228,-2.321375,-0.75375,0.012035,0.7292,2.209375,1.0009439168662,2000
"intcpt.yr[23,2]",1.93560523085,0.701788388197265,0.53676,1.455,1.9305,2.40725,3.28525,1.00267850185324,860
"intcpt.yr[23,3]",3.6394435,0.538264600543124,2.64097499538412,3.25374997118414,3.622,4.00424997658932,4.75007497691749,1.00986068826399,160
"intcpt.yr[23,4]",0.6140968528,0.66132724507206,-0.639935,0.19035,0.6169,1.041,1.89,1.00055820541481,2000
"intcpt.yr[24,1]",-0.9878232384,1.24502509083769,-3.660725,-1.77325,-0.922,-0.141975,1.360125,1.00057838224573,2000
"intcpt.yr[24,2]",2.3247971,0.628194672354659,1.06695,1.91675,2.3115,2.75075,3.493175,1.00478480362302,360
"intcpt.yr[24,3]",3.240765,0.517467695786985,2.26992495163743,2.88749987009987,3.216,3.6,4.306,1.01278285692025,120
"intcpt.yr[24,4]",1.403004239,0.591332478657151,0.244415,1.001,1.421,1.804,2.5361,1.000602239779,2000
"intcpt.yr[25,1]",-0.967566801715,1.24347723055389,-3.618275,-1.7525,-0.8816,-0.1097,1.2272,1.00102524312342,2000
"intcpt.yr[25,2]",1.3127748715,0.708403976794106,-0.098274,0.8618,1.3245,1.799,2.6811,1.00125775185624,2000
"intcpt.yr[25,3]",2.768476,0.521928513410175,1.80797499325667,2.413,2.753,3.11724996992863,3.8163493755251,1.0074882727966,220
"intcpt.yr[25,4]",1.6697298585,0.580646865636293,0.5009975,1.269,1.669,2.079,2.775275,1.00050774326724,2000
"intcpt.yr[26,1]",0.03971633215,1.16553586679782,-2.298525,-0.704425,0.05656,0.826975,2.21105,1.00185471192214,1100
"intcpt.yr[26,2]",2.64505625,0.637499103618581,1.3559249189915,2.23424962218735,2.653,3.06724996943848,3.84802499683331,1.00423917299376,400
"intcpt.yr[26,3]",2.18960745,0.522772334354335,1.22862275067298,1.829,2.174,2.546,3.22212490553179,1.01217428969309,150
"intcpt.yr[26,4]",2.42400555,0.564958498738488,1.30477424008224,2.04849981687962,2.422,2.8132499666795,3.51812491347279,1.00088316465479,2000
"intcpt.yr[27,1]",-0.3724938835,1.10295570139401,-2.647225,-1.09275,-0.3449,0.356575,1.797275,1.00050438484862,2000
"intcpt.yr[27,2]",3.472378,0.581748754981875,2.31994997897514,3.103,3.48049996408562,3.8432499756087,4.58722478506339,1.01158968084657,140
"intcpt.yr[27,3]",2.32310145,0.50131788929377,1.39992492154108,1.986,2.294,2.64049985801729,3.34932438655146,1.01036531220966,150
"intcpt.yr[27,4]",1.88260325,0.541383146422247,0.817299760667352,1.51674993817662,1.8699997326203,2.24024995815822,2.97304998360968,1.00681920938984,2000
"intcpt.yr[28,1]",-0.2911137105,1.0972383139521,-2.513,-0.99705,-0.2596,0.45965,1.777525,1.00050717009636,2000
"intcpt.yr[28,2]",1.82382493,0.64322836746046,0.538825,1.419,1.835,2.24225,3.02015,1.01168662457697,160
"intcpt.yr[28,3]",1.688295215,0.528671433807441,0.6901225,1.31075,1.678,2.03525,2.73605,1.00704875264695,260
"intcpt.yr[28,4]",1.3033515535,0.569142977776069,0.1871475,0.930025,1.3075,1.69,2.4022,1.00100035014425,2000
"intcpt.yr[29,1]",-1.1377201135,1.23427797888136,-3.821225,-1.8765,-1.073,-0.293125,1.189275,1.0006462363317,2000
"intcpt.yr[29,2]",2.6202289,0.630174178225545,1.35997499103426,2.209,2.628,3.04824996924801,3.84402499683002,1.01123498247966,150
"intcpt.yr[29,3]",0.278708457865,0.58510051392387,-0.90009,-0.11345,0.2768,0.6695,1.450225,1.01076380945725,160
"intcpt.yr[29,4]",2.5114218,0.552018197127359,1.42887478629029,2.14474995628182,2.51,2.885,3.63217483578445,1.00372985523949,2000
"intcpt.yr[30,1]",0.3684336582,1.03207095284799,-1.660325,-0.3368,0.36375,1.08525,2.34805,1.00080754442282,2000
"intcpt.yr[30,2]",2.73659595,0.62131544632378,1.52197499198898,2.32849983890599,2.746,3.15924997032837,3.9360249969041,1.00388932722378,440
"intcpt.yr[30,3]",1.7276201,0.521078746713132,0.737681240079437,1.359,1.70199970622794,2.071,2.79612489115548,1.00768294834952,210
"intcpt.yr[30,4]",2.28174705,0.569946729886883,1.1479249042887,1.898,2.29549994554563,2.645,3.397,1.0037463702383,2000
"intcpt.mu[1]",-0.4407426969,0.527380110354916,-1.489,-0.79485,-0.44685,-0.07683,0.544404999999997,1.00212244156282,930
"intcpt.mu[2]",2.34110375,0.382006735456202,1.592,2.09,2.344,2.60124996396425,3.08202499604643,1.0025325044796,1600
"intcpt.mu[3]",2.247242,0.316461212924495,1.6359249328728,2.032,2.24249994425864,2.44949984694918,2.88307496197974,1.00364840823608,480
"intcpt.mu[4]",1.76049015,0.34883505220204,1.1068747239417,1.51674993817662,1.767,1.996,2.44212487539827,1.02516459926631,77
"intcpt.tau[1]",0.6568117,0.230901622607489,0.312664923382979,0.491924982844507,0.62104999798728,0.784274941444214,1.21702498999103,1.00492461416339,440
"intcpt.tau[2]",1.2292694,0.453804932225175,0.568387494636452,0.902274998960921,1.15499956709949,1.47624993650883,2.293,1.00109063108693,2000
"intcpt.tau[3]",1.23481525,0.375530497735939,0.62281728618301,0.968649965150497,1.197,1.44424993510239,2.09602499418718,1.00098224253081,2000
"intcpt.tau[4]",1.0332946,0.31558621690592,0.512242373778902,0.8125,0.999149848621317,1.217,1.76202499308573,1.00057062572475,2000
"intcpt.mod[1]",-3.8874255,0.80713632056161,-5.555025,-4.44025,-3.8315,-3.3255,-2.421975,1.0035844266242,490
"intcpt.mod[2]",-0.9296393295,0.476823647368679,-1.828,-1.26025,-0.9343,-0.624075,0.0460389999999998,1.005549269424,320
"intcpt.mod[3]",-0.2337929788,0.46004487222457,-1.247025,-0.5021,-0.21095,0.07279,0.61601,1.01860917625057,150
"intcpt.mod[4]",-0.72655853395,0.44929993541853,-1.641075,-1.03225,-0.7178,-0.413425,0.126814999999999,1.03601509768735,50
"intcpt.gr[1,1]",-0.32273740477,0.282623366435064,-0.9008,-0.49445,-0.32135,-0.13435,0.2426475,1.0006011688615,2000
"intcpt.gr[1,2]",-0.06919767221,0.241118254404474,-0.57738,-0.2166,-0.06592,0.08695,0.3999275,1.00293478275975,2000
"intcpt.gr[1,3]",-0.2576338477,0.226255343512914,-0.7401125,-0.4028,-0.25635,-0.1064,0.1796425,1.00054580404957,2000
"intcpt.gr[1,4]",-0.04934446187835,0.220516945446432,-0.49115,-0.1989,-0.04991,0.105225,0.3964675,1.04178709308002,46
"intcpt.gr[2,1]",0.6761494206,0.361989912122942,0.015378,0.4324,0.65625,0.889225,1.4641,1.00283765871118,640
"intcpt.gr[2,2]",0.2254904566,0.265478515951919,-0.2808475,0.047045,0.2169,0.4016,0.7809325,1.00061821101856,2000
"intcpt.gr[2,3]",0.38430345045,0.239589214870664,-0.069131,0.222975,0.3804,0.538725,0.8722175,1.00060839367579,2000
"intcpt.gr[2,4]",0.35971719335,0.240931824114077,-0.09549925,0.201075,0.35455,0.517575,0.843922499999999,1.04351425475173,41
"intcpt.gr[3,1]",0.12961970881,0.289815015513103,-0.4190375,-0.0645275,0.12625,0.3096,0.7064,1.00207596491675,2000
"intcpt.gr[3,2]",0.152453055125,0.237523765420282,-0.3076725,-0.003932,0.1518,0.308025,0.633905,1.00430107003106,420
"intcpt.gr[3,3]",0.0878682784,0.227723099002633,-0.3775275,-0.054095,0.091235,0.241425,0.52442,1.00143324156727,1600
"intcpt.gr[3,4]",-0.120222737785,0.223913949695159,-0.56221,-0.2616,-0.1229,0.02545,0.3566,1.02675270722403,65
"intcpt.gr[4,1]",-0.0398139155185,0.310940449268397,-0.675875,-0.2372,-0.03412,0.1601,0.566722499999999,1.00597909769753,2000
"intcpt.gr[4,2]",-0.19818732049,0.23256251923638,-0.6644425,-0.347,-0.2007,-0.0502875,0.27891,1.00237186977626,2000
"intcpt.gr[4,3]",-0.3429118825,0.232973109407174,-0.842755,-0.48455,-0.34035,-0.185325,0.0900624999999999,1.00060117134291,2000
"intcpt.gr[4,4]",0.23740663695,0.241968333768596,-0.241845,0.07547,0.2309,0.38945,0.7388625,1.0456166139445,41
"intcpt.gr[5,1]",-0.2560625392,0.419498389651013,-1.152325,-0.521125,-0.2385,0.0406975,0.492104999999999,1.00661135611186,2000
"intcpt.gr[5,2]",-0.12232255269,0.380420394033283,-0.9166875,-0.36155,-0.11275,0.12975,0.60693,1.00067789317091,2000
"intcpt.gr[5,3]",0.2545334933,0.31545829432196,-0.35244,0.040875,0.24875,0.461,0.8903675,1.00313667861475,570
"intcpt.gr[5,4]",-0.10445623637,0.305506662503957,-0.718525,-0.30065,-0.097745,0.10025,0.4811875,1.01604154905027,120
"intcpt.gr[6,1]",-0.13570073565,0.297736601953492,-0.71883,-0.3309,-0.1299,0.0528175,0.46586,1.00473188129584,830
"intcpt.gr[6,2]",-0.015713003375,0.230845373904659,-0.48181,-0.161775,-0.01919,0.137325,0.4614,1.00179979936517,2000
"intcpt.gr[6,3]",-0.13520654399,0.228752288128418,-0.6234075,-0.2798,-0.1236,0.0148125,0.2950375,1.00053617156561,2000
"intcpt.gr[6,4]",-0.1993609206,0.223109900277703,-0.636325,-0.347725,-0.19455,-0.053115,0.2442375,1.0217915897707,83
"g.tau[1]",4.8012122,2.71156810462215,1.16892490601098,2.84324600513209,4.22999988179669,6.1912487740645,11.6507490600695,1.00283149940567,640
"g.tau[2]",6.69092165,3.39288453867394,2.02787484951531,4.24124980101408,6.11449834409987,8.44524972253189,14.9612479677891,1.00670285208475,240
"g.tau[3]",5.9089777,2.96672233924441,1.66094997062692,3.77549990065786,5.45699770936364,7.45499979882873,13.1004996282362,1.00125176285605,2000
"g.tau[4]",6.4662438,3.17208541086435,1.869,4.16574943715098,5.929,8.2592497162845,14.06,1.00464002471329,360
"dd[1,1]",-0.0767965005,0.0231886939697994,-0.1182,-0.0930975,-0.07875,-0.06243,-0.02710525,1.02288479293387,72
"dd[1,2]",0.009276470428,0.0139274890249575,-0.01558,-0.0001077,0.008576,0.0177725,0.0386475,1.00580139603828,280
"dd[1,3]",0.008078505728,0.00794937446167888,-0.008328325,0.003053,0.008262,0.01341,0.02339075,1.00623553722187,2000
"dd[1,4]",0.0259369894,0.00996064185347884,0.0092214,0.0190675,0.02513,0.03164,0.0484815,1.03495575664018,63
"dd[2,1]",-0.2257065145,0.0807746851139726,-0.38082,-0.280575,-0.2261,-0.17035,-0.0674120000000001,1.00333703582953,530
"dd[2,2]",-0.5839142,0.0508653835332143,-0.6848125,-0.618825,-0.584,-0.5494,-0.484385,1.01531410034055,100
"dd[2,3]",0.007439105169,0.0430776171287211,-0.0754355,-0.0211025,0.0066955,0.03628,0.0908145,1.00592917103074,390
"dd[2,4]",-0.164618845,0.0439989613686134,-0.2534025,-0.193875,-0.1646,-0.1349,-0.08097925,1.00144846560085,1600
"dd[3,1]",-0.2227031322,0.234147570437827,-0.6656125,-0.36835,-0.22545,-0.076395,0.2565475,1.00911063704535,690
"dd[3,2]",0.033859173945,0.110787746005731,-0.1798475,-0.039205,0.029635,0.10835,0.2601275,1.01006376461956,180
"dd[3,3]",-0.6384169,0.0955279318171844,-0.84693,-0.693075,-0.63315,-0.573075,-0.474395,1.00354852180637,490
"dd[3,4]",-0.0977005205,0.0871580098790651,-0.2677125,-0.15505,-0.095115,-0.03983,0.07138,1.005437173237,310
"dd[4,1]",-0.02757473661,0.124876704227504,-0.2675,-0.111925,-0.027685,0.0487075,0.22382,1.00486933969122,2000
"dd[4,2]",-0.13696610538,0.0894149188518377,-0.321905,-0.19355,-0.1334,-0.0768075,0.02906225,1.00131417093536,1800
"dd[4,3]",0.037417850175,0.0631290244643863,-0.08761425,-0.0026755,0.03882,0.0805725,0.157955,1.00087395265479,2000
"dd[4,4]",-0.5787411,0.0688122913912424,-0.7132025,-0.6247,-0.57815,-0.53395,-0.4424975,1.00719871607086,260
"theta[1]",0.61504005,0.0706103742623861,0.488594999001982,0.565874998343176,0.6112,0.65962499857881,0.763319989788258,1.0080226123742,200
"theta[2]",0.9974491,0.127290632537339,0.768384994287146,0.908774998968354,0.992099994960185,1.076,1.268,1.00144620919217,1600
"theta[3]",1.0491815,0.0980308778613,0.87352738241595,0.979024991380851,1.044,1.113,1.25202499027069,1.00211457374211,930
"theta[4]",1.09689605,0.107136114279401,0.901389997836066,1.024,1.089,1.16624991963711,1.31902499076465,1.00081820291491,2000
"u[1]",0.6358243,0.148301969935174,0.298704406040786,0.543674998275518,0.655449998092913,0.750124998750264,0.86103497228576,1.03555307885307,84
"u[2]",0.99601505,0.00351840135168457,0.986897499876499,0.9944,0.9969,0.9987,0.9999,1.00287523370804,910
"u[3]",0.52939673,0.12384584364726,0.255089992348039,0.448999966582502,0.5348,0.617699975721607,0.74681249592189,1.00364148640977,480
"u[4]",0.5448788055,0.157455929227286,0.205382470860236,0.441374997875795,0.560049979912507,0.662999977380114,0.800502499847764,1.00640256888147,1000
"lambda[1,1]",0.256162805,0.500336126626823,0.0087957134499607,0.0512299970712657,0.1192,0.278624915931832,1.26209984580502,1.0058019063081,280
"lambda[1,2]",2.037819485,2.14806431658693,0.208734602159002,0.750674788818009,1.45049991382282,2.594,7.42767380658662,1.00174565971514,1200
"lambda[1,3]",3.0935827,2.10536019576406,0.790972481339583,1.70074994486645,2.55049759850897,3.788,8.87359921024178,1.00391260870007,440
"lambda[1,4]",8.421577,6.02349352146847,1.97592494443459,4.48724897573333,6.85449954409511,10.4149964017264,25.3134905962585,1.00066079014312,2000
"lambda[2,1]",0.25662594885,0.381003268323145,0.0107177407399437,0.0555849669147308,0.129399961360118,0.287222965897475,1.26507491342565,1.00235744854016,810
"lambda[2,2]",0.944706169,1.26507628042944,0.0717019825452721,0.298549987436484,0.5961,1.17249712643222,3.86739919536398,1.00057179541537,2000
"lambda[2,3]",3.2308707,2.52181317925953,0.708187495695719,1.66674994374156,2.53949995077771,4.02799962772996,9.46592324174604,1.00071312814799,2000
"lambda[2,4]",0.559251035,0.459338777710017,0.113577412643761,0.273524969141444,0.435949767748533,0.689674835607728,1.664,1.00074074511619,2000
"lambda[3,1]",0.32242083,0.434155995521962,0.0191087484028606,0.0903174998961957,0.186499571045083,0.389699653934689,1.35147177322425,1.00171841376621,1200
"lambda[3,2]",0.01398341039,0.0244348073378949,0.000212192494826122,0.00273049986262897,0.00702699886153399,0.0156549976056186,0.0689861758011705,1.00050868745192,2000
"lambda[3,3]",5.3736753,3.72309308408161,1.49397499183877,3.00224971886712,4.34699988497814,6.66249949358539,14.8504996720079,1.00345433442875,510
"lambda[3,4]",2.2021293,1.59940600046976,0.548257435630249,1.1947499215098,1.802,2.728,6.08222483784498,1.00094933534272,2000
"lambda[4,1]",0.2917765195,0.337457558668394,0.0167482464248619,0.0924899853975107,0.1845,0.370099837998334,1.18109983525293,1.00049791024582,2000
"lambda[4,2]",2.25771695,1.70654023610239,0.457439846025379,1.12474991662343,1.8104999309583,2.84224996701944,6.85787282999726,1.00086926168466,2000
"lambda[4,3]",4.16146085,2.23317917470933,1.39992492154108,2.67749649423199,3.68099986416734,5.044,10.01,1.0012185764292,2000
"lambda[4,4]",6.195739,3.26937392137973,2.27279965604397,4.03074997673938,5.4714997943891,7.39349994928435,14.9439792625407,1.00202606527076,980
"lambda[5,1]",0.285959677,0.330829207939831,0.0160394996958226,0.0884974914163388,0.179749993045897,0.361249989621292,1.173248966792,1.00061579295111,2000
